"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q8CI51","Pdlim5","PDZ and LIM domain protein 5","H",136691.497196798,138642.3537174,111923.389953429,114453.786198408,111521.766617291,104254.777953066,80399.1650036455,127843.38442436,75393.9270447602,101510.095735139,106421.322814525,110550.476679621,69138.1459847244,79974.6739240216,57673.9680812979,72979.3933794443
"Q8CI75-2","Dis3l2","DIS3-like exonuclease 2","L",16715.715108059,17324.0472706545,16152.4429273009,13625.548586744,14834.3878514306,13504.5850474918,16254.4244267137,12507.2246799894,15338.7894815189,16413.9956621854,15903.5158918,16426.9845681948,16948.5649433223,17577.3310858903,15579.2218467014,17934.6353447919
"Q8CI75-2","Dis3l2","DIS3-like exonuclease 2","H",4915.8067657355,3889.69009982784,4006.19425223262,3554.75489548327,3596.20977890237,4224.62911238383,3799.68434915926,1974.82018626663,4238.82287137322,4627.80686073732,2888.2540239239,3097.55815124284,4091.10814609367,4220.71045745681,3955.28482515823,3909.1003272783
"Q8CI94","Pygb;Pygm","Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form","H",55604.6085350714,45961.4760104586,47585.1756016263,41437.3329469051,38666.0541876144,42478.3548094482,35413.4379296255,37807.2043863166,62773.5221114973,58641.9791284107,52780.8520769332,66065.9964968426,68386.6823393854,68183.8299940672,66858.7640541981,59423.2439531479
"Q8CI94","Pygb;Pygm","Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form","L",204636.886159585,170166.644552329,181293.528177475,168292.925683117,139238.715537262,145021.997466856,96377.2048565091,132593.143272985,374327.003157429,418528.700227282,314820.829946931,315955.008327341,311350.728444573,365565.065486833,352566.907421704,394145.550351633
"Q8CI95","Osbpl11","Oxysterol-binding protein-related protein 11","H",2843.64031138646,2304.84593010265,1438.66283184317,1481.24905771222,1363.32498229085,1888.94489914962,1974.51329728957,3190.247302419,2491.85250256797,1513.16490004823,1962.72302294245,2018.95206538804,2152.50865342931,1327.27584957387,2358.66996559292,1455.75979156501
"Q8CI95","Osbpl11","Oxysterol-binding protein-related protein 11","L",32293.212142075,32469.7354069483,34292.4492458228,27164.7944980781,38946.4818245029,25548.7404884982,24823.5906310785,30203.7710904461,35041.9996566315,27513.0347193756,39685.3160168026,29096.6621188276,31437.3381603572,29361.2979389039,48608.36611863,25691.7454596929
"Q8CIB5","Fermt2","Fermitin family homolog 2","L",131744.428091758,117955.570952255,143331.72145715,133786.893106526,129360.530455193,135817.445510285,104670.235370026,98230.5842250887,155974.463827253,115263.492523781,128959.919187208,157287.710312708,126124.59359657,117698.30639302,135577.64038652,147158.779502123
"Q8CIB5","Fermt2","Fermitin family homolog 2","H",17881.2737225693,17015.5698579621,14985.7147905482,13108.6665459231,10556.2904467996,13882.357308036,12985.9808455716,10781.9154810073,14956.710957982,13525.3870642381,11167.4336603879,12239.2986555703,12662.2006025477,12576.263425568,8917.46659800545,11439.758919047
"Q8CIB9","Esco2","N-acetyltransferase ESCO2","H",16102.906026848,14649.9129683681,10686.0775949085,12978.0917188418,9887.01035773254,8186.18026417182,7900.41757767837,6646.11475270897,6426.94004644278,7302.13624688155,5553.47134069524,5523.4026192734,3994.57086548327,4382.7038253956,2349.79596144704,3448.83864782784
"Q8CIB9","Esco2","N-acetyltransferase ESCO2","L",24711.8147321763,24410.6247936325,19831.6111817374,17502.4440963927,15274.931203922,16048.8423499178,13814.2510324645,12176.8963870663,11328.6748557237,13165.6892417065,9943.91800972251,9368.89476875196,6704.70503131975,6850.90584243924,4397.47241810928,6153.38427598845
"Q8CID0","Csrp2bp","Cysteine-rich protein 2-binding protein","L",115950.783916097,131970.838634295,142331.776579273,131181.934646372,107695.37924048,152989.823859697,139013.600832052,117533.521649075,111566.514358508,149777.008288956,166017.3016353,142079.984900069,157383.037813197,145507.486272369,158713.580968221,178620.407424739
"Q8CID0","Csrp2bp","Cysteine-rich protein 2-binding protein","H",12718.953887047,7571.51728357619,5847.35061982488,9498.89836492417,9438.54226791099,8270.19467484828,7358.97260657439,12346.1330741255,8137.64041708206,8679.0362112686,9382.09377554335,4340.03791439802,9160.24257236,9907.76654262363,11311.3300573133,8604.34466080606
"Q8CIE6","Copa","Coatomer subunit alpha;Xenin;Proxenin","H",998304.426921315,873555.624754417,875832.600089213,935596.562985212,854220.494625932,814196.193329887,837006.97579919,685074.181756201,890769.082071499,869061.977099015,762451.221180003,1032565.38182145,839395.145520928,869688.044452487,793939.201241846,835606.616223088
"Q8CIE6","Copa","Coatomer subunit alpha;Xenin;Proxenin","L",5318813.11133243,4834155.70385132,5213330.06087691,5648414.41608757,4978155.12926647,5394971.00300339,4782801.87437245,4609444.22267868,5697324.47305094,5653062.75958175,5728116.41550022,6479737.64448805,5630408.04432918,5106275.86733291,5573980.42553954,5595986.51618443
"Q8CIK8","Rfwd3","E3 ubiquitin-protein ligase RFWD3","H",26484.4678067344,25229.9142660521,16610.4051034454,21130.1453008534,19155.3508807113,14157.8911364834,15066.1325331095,18241.3618415243,15943.2549080963,20223.3807566768,19897.3471796647,17415.4557001207,16108.0906528103,15062.7087994962,17039.0963696552,16004.5313143104
"Q8CIK8","Rfwd3","E3 ubiquitin-protein ligase RFWD3","L",15904.575057065,14936.2773048818,11697.3426034781,14876.0033685494,14213.1965093444,12742.6036014063,12035.1108918363,10708.9717538578,12822.9987801614,13456.9425393029,13208.1481971321,12333.5105100702,17597.0554893436,13833.4312963287,11269.98526527,12023.7289413
"Q8CIN4","Pak3;Pak1;Pak2","Serine/threonine-protein kinase PAK 3;Serine/threonine-protein kinase PAK 1;Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34","L",161441.409403396,185142.835959713,198719.863145422,192312.996395072,194577.516529243,193045.88855595,190178.968407119,175509.304588641,176216.231660847,193663.679284993,201453.03126593,174541.862555454,153513.910871671,170142.704113625,174144.264086435,185183.673519553
"Q8CIN4","Pak3;Pak1;Pak2","Serine/threonine-protein kinase PAK 3;Serine/threonine-protein kinase PAK 1;Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34","H",39861.7236415075,39310.5260882004,34978.4491658151,41092.6826522485,34290.068266189,34866.1476235894,31442.136306357,36177.554640929,34301.2626655163,36242.1040864099,29735.4059761417,34665.1765292021,25740.0023792487,32062.5564522746,33681.484417607,30988.2754132397
"Q8CJ53","Trip10","Cdc42-interacting protein 4","L",299457.354093322,319965.155767248,302200.951186514,281324.305557046,258868.749196994,267190.904879714,239495.135276461,274290.134298927,187854.755929475,246036.223144572,284136.400404065,270821.414671037,293636.955565113,290690.2216892,233719.084192164,280133.843125124
"Q8CJ53","Trip10","Cdc42-interacting protein 4","H",24356.0515519158,31537.2269844938,21113.0499761785,22401.3351410365,26767.6014093489,23263.2141323843,22019.6747292364,19045.552858213,16096.7288146214,29338.568781096,16878.7902607306,31224.6269603538,23239.52318893,23621.8041420635,19475.0105076998,21891.9337277075
"Q8CJ69","Bmper","BMP-binding endothelial regulator protein","L",353236.421295226,477183.046301634,426044.438759612,441592.296642169,610887.382480256,536540.26954417,510205.176678347,556118.993748673,744873.843477434,641621.652891765,687830.93811814,672661.119453685,788042.002748137,626928.661166706,791744.700352952,746482.758491259
"Q8CJ69","Bmper","BMP-binding endothelial regulator protein","H",64794.9519309106,77908.7899926858,79542.6592231847,89932.8050446517,68692.4336625,75819.8707694382,62938.5291071753,80722.0986893427,95448.9562020826,63516.623158861,79424.0847540401,76244.5105420353,69029.9369651024,69986.3882722162,70746.8888025249,70147.4105054113
"Q8CJF7","Ahctf1","Protein ELYS","H",11240.9959822795,11844.8692551039,8387.83950578118,10331.1027349485,8602.3023719104,8097.06647135479,7066.90840359093,5467.70250554441,8258.16043955925,9489.9686070049,9364.59324073906,8700.63758819771,8332.85808260876,9388.92929342347,6217.8533594895,7256.08835136221
"Q8CJF7","Ahctf1","Protein ELYS","L",11828.1452939536,8488.10429118201,7080.99330689585,9296.96504865115,5892.94274332181,9470.63938859357,8933.7798024652,7030.83408783657,8873.29960845402,9892.62629093195,9840.24636332751,9055.15068132993,8939.89759288769,8988.9126513671,7707.77848739182,8593.03894405162
"Q8CJF9","Ago3","Protein argonaute-3","L",141980.323057679,124120.696590868,96851.2648319248,149236.379621198,131802.790414221,107948.068165689,103191.870337455,137407.519765759,144416.769840253,154301.836305186,162688.395558396,162136.563144024,152539.811531726,170207.654284732,179133.87459937,134716.540695001
"Q8CJF9","Ago3","Protein argonaute-3","H",5486.70862508273,6168.66373080144,1995.7390411659,6296.45265953425,4942.96485586648,2883.15722370204,3832.17602508554,3380.48019878179,3834.15332040724,4865.38633634811,4365.52742925159,4252.11866730123,3740.73781239809,4875.36997623771,4575.35586485173,3873.19971793526
"Q8CJG0","Ago2;Ago1","Protein argonaute-2;Protein argonaute-1","H",86490.2310486636,67760.5465073903,58332.3819022767,71881.2555059051,54257.9748847436,63883.3039319547,52972.7559364349,60895.1610417879,64902.7782609718,80581.9860173138,53864.4585607665,61301.6950382386,48408.9193366838,51242.6285252007,52031.8157407725,56155.891811115
"Q8CJG0","Ago2;Ago1","Protein argonaute-2;Protein argonaute-1","L",794653.929195064,762981.840892125,617238.930578825,773167.36236945,763478.199772872,656845.561775724,626100.035443818,631893.589118149,808031.30942666,904585.93376878,881644.605495587,785291.701707259,801573.584284543,841134.325479339,818623.857228916,740967.75052008
"Q8JZK9","Hmgcs1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","L",64879.3266316149,68841.8759325272,79669.4446869456,78030.1343265349,70937.2055651068,73732.0499668067,76232.9879897199,76294.2515497395,61640.3437402263,54997.5682232008,85038.3324085394,71312.8789034729,63540.1836077245,63368.1568662739,82536.3058331976,71087.8676280634
"Q8JZK9","Hmgcs1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","H",13712.1774554972,11935.6434328174,16018.4880474344,16335.1163504259,11643.3302685337,12435.8883051158,11133.1588921668,13413.9532188375,14172.0354548029,10257.2130081017,15368.4180178383,12556.2333608305,14935.8989946868,10554.5938348886,15155.9923535166,11888.3578591087
"Q8JZM7","Cdc73","Parafibromin","L",138520.736226012,119186.937599264,146059.872954149,128718.47894947,125621.135081348,135142.822332017,121800.230198185,114556.222969464,154887.192910804,159280.187313388,173439.811070774,158444.309279052,141662.405262904,134926.81685408,163110.750863462,136350.910976695
"Q8JZM7","Cdc73","Parafibromin","H",38922.5088456197,29309.4451248739,29835.713792011,24332.5910062434,21513.5005594396,24043.0852141761,24981.5068959213,15978.6582854527,30258.2977842393,27114.3297587731,31637.3526852801,30095.1482456345,37918.9711703795,27917.7803860391,30458.8091392651,26486.7158588472
"Q8JZQ9","Eif3b","Eukaryotic translation initiation factor 3 subunit B","L",4589150.05593306,3874227.08904838,4187564.00262342,3787617.07315807,3748934.7764066,3839525.4450572,3939281.58063127,3593290.3552091,5342967.62725512,5355153.72082485,4229486.45128079,5040271.28967006,4635144.26367774,4541359.90071894,4341017.61718848,4653188.05893079
"Q8JZQ9","Eif3b","Eukaryotic translation initiation factor 3 subunit B","H",295230.775460431,261348.919086642,145307.713159218,193396.44989589,186555.521059101,163874.914819083,173397.783106426,92979.2693766344,205662.288743301,178653.732555292,171141.914761688,198759.538230049,191286.712600222,176713.178040812,164794.290627274,172696.806883137
"Q8JZS9","Mrpl48","39S ribosomal protein L48, mitochondrial","H",8561.51096509203,6522.47294966014,6829.0575093629,7247.55671115689,5112.98649313217,5122.20396555118,7117.68053602265,5764.81696737079,8456.09100097924,5234.75792912128,5924.40658926452,6931.43999692132,5921.60770080898,6782.70816277633,6206.66001335094,6597.38159098515
"Q8JZS9","Mrpl48","39S ribosomal protein L48, mitochondrial","L",130876.590034713,126763.209194219,108707.089265104,145399.366408519,121565.200483462,120626.051727838,135352.905195425,116883.634670587,202138.088464364,140745.347549526,153049.215122114,149664.260757993,133671.081898477,181995.919310834,136498.519998568,147027.772029907
"Q8JZV7","Amdhd2","Putative N-acetylglucosamine-6-phosphate deacetylase","H",9257.57423305376,5044.7666340206,2086.42586593936,7185.35153602376,4650.7401668161,4348.43542304238,6668.19783420064,1738.34132889461,7205.39783565058,3810.73734194452,6765.76382230139,5586.24006503108,6336.44530325117,6981.28375944185,6744.54567373883,5143.10939372993
"Q8JZV7","Amdhd2","Putative N-acetylglucosamine-6-phosphate deacetylase","L",177971.231246557,196308.833776132,202743.540710614,163097.112338551,174443.280480588,170060.214566298,146044.545641838,187273.516861809,200977.241265921,189127.409174929,204632.612127384,192660.140462709,233391.147563845,185193.95111822,235786.323794329,204028.518236031
"Q8K019","Bclaf1","Bcl-2-associated transcription factor 1","H",25022.0850459217,18162.0222924451,7716.30419722981,17199.7309243109,14381.5071237775,14071.3688329509,14718.6918621551,16559.5835764864,20340.8367428702,26172.4373981533,22724.2542201714,19661.7392864798,14242.6849627331,18451.7705219041,15595.4572406502,17630.2735490079
"Q8K019","Bclaf1","Bcl-2-associated transcription factor 1","L",298265.127246717,209634.726308302,166015.250898129,233893.793529672,209547.615507453,205610.515361008,161154.979349324,198153.082816258,346840.665890165,308267.691127788,348152.595825355,305736.257046078,244824.652201652,284014.012704049,259002.130413343,203695.495456545
"Q8K021","Scamp1","Secretory carrier-associated membrane protein 1","L",196717.429689892,190880.073574269,143576.990955497,126110.25144858,150615.036190069,139221.492080181,125312.591565551,123796.184079287,158334.086279365,119881.937671382,124719.843961254,105095.406459049,94859.6044795621,179147.854307769,156212.725254382,131334.742964068
"Q8K021","Scamp1","Secretory carrier-associated membrane protein 1","H",25768.459390399,27380.4109244277,25547.0193893745,15778.2586114714,18453.8315193237,26080.4137739732,12836.1408341475,3055.58195998901,28915.4788235691,18723.4262740553,14048.9347605558,18091.6894252704,15423.0577463321,21733.4734320696,21873.4118100368,18421.3762029567
"Q8K039","","Uncharacterized protein KIAA1143 homolog","H",2733.71789254061,3525.81943130784,2314.71516824705,3554.56809315555,2416.41450887182,3497.67456985396,1243.83013552646,2883.99224947338,1307.89613386469,3081.25185050036,998.386488264535,3339.86785039872,730.465423285329,4304.09501536398,2613.59590287462,2111.29301741451
"Q8K039","","Uncharacterized protein KIAA1143 homolog","L",18155.6875898002,15918.0978872147,12658.421699309,19204.2133019868,14667.9683674968,13020.1437441385,9419.22609809302,10816.6678274409,18829.3104764452,22300.6408827484,16147.0967050272,17220.473498898,14979.0953371972,15260.4247615442,12140.2427173036,14722.2250192674
"Q8K088","Zbtb6","Zinc finger and BTB domain-containing protein 6","H",5637.64185462949,4816.55968785674,4014.99879832713,3639.56315227139,4371.48322976055,3778.89295544164,3601.95924812797,3523.01911970062,5162.36065324487,4374.00041568902,3441.7084371097,4717.15121721743,3718.04882441282,5182.92813942337,3772.15764869322,5399.66982569251
"Q8K088","Zbtb6","Zinc finger and BTB domain-containing protein 6","L",10249.9013903411,8866.12732845635,10499.6727761647,9009.10266162366,8480.36948162559,8603.74442469812,9491.89993471098,7692.21468089997,10650.944032851,9336.12445445308,9726.11244069081,9562.10440450902,10608.738108208,8571.32125712869,8448.95951548537,11348.3611246532
"Q8K0S9","Snapc1","snRNA-activating protein complex subunit 1","H",2749.06893370461,2940.04404333491,2389.5538100504,2406.01398112534,1590.08053453396,2701.92016664077,2180.4639815408,2740.00531411981,2938.3879942741,2569.47819900952,2714.77046151611,2253.55110476829,2793.36348234013,2646.62395767433,1003.15574821384,1624.55215924971
