"Leading.razor.protein","Gene.names","Protein.names","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q8K389","Cdk5rap2","CDK5 regulatory subunit-associated protein 2",252821.877610484,222959.47292645,246649.838274117,233580.504409313,237737.759975292,205378.777260989,167264.614212289,191511.161607414,220093.390734392,213359.005221732,200794.552852763,180932.370820302,160408.58465748,202028.42929916,137822.905834897,147001.592215483
"Q8K3A2","Trpt1","tRNA 2-phosphotransferase 1",232748.036574003,193221.805910999,210179.827069688,181186.75657168,231450.801225157,201416.361154229,170961.328322985,188584.342479205,193716.091774558,233017.909261979,206455.999917839,256391.093626666,193109.399021219,193427.518057675,185880.512974318,182416.206006542
"Q8K3A9","Mepce","7SK snRNA methylphosphate capping enzyme",703331.410313903,579788.50400987,588383.161165674,604101.840107066,633563.933169273,645783.099664476,582283.949340073,595825.195033118,714368.940732913,664774.888515926,729688.271752995,684320.333216458,743276.006416957,661446.585266336,732526.225627129,649468.264269873
"Q8K3B1","Fbxo45","F-box/SPRY domain-containing protein 1",57980.4881451831,45438.3182579723,52489.2799920393,43934.9977229661,48002.4478523699,48263.1319549565,37855.3648946372,35899.6201707182,53912.8752115738,57375.7242025962,56020.1982967303,56204.8536624684,44241.7644588059,48202.2209965957,48218.5192264394,38097.8097653878
"Q8K3C3","Lzic","Protein LZIC",5491.42720116903,8835.74782234694,6485.81407708076,7754.03871761191,5343.78778754446,3769.90688853837,10825.7052709295,7901.24467558899,5137.74943184959,7501.11431935842,8734.49751120999,3651.40316432554,5219.06511236764,7224.45043286051,14574.2666112787,6417.45342781346
"Q8K3D3-2","Swi5","DNA repair protein SWI5 homolog",17039.3365972649,18807.8759008122,17294.3995076244,19848.6492724692,17954.8142711628,20631.2242357576,15435.1622587233,20429.0058660726,15265.2664964252,12079.0190693249,19140.7008798659,21820.3123809981,10503.1542182632,13151.1925539017,21272.6580593086,13188.3214124301
"Q8K3E5","Ahi1","Jouberin",35211.2659481453,30029.3353202127,29916.3244868823,25607.2086060412,30286.204786344,27848.9703519562,29132.5010990783,27639.5557621432,28454.6264513723,27260.067317046,23681.3334926093,28508.4681722069,30579.6087639252,26915.4211100455,20473.7085064532,28283.1451869202
"Q8K3G5","Vrk3","Inactive serine/threonine-protein kinase VRK3",158004.024574664,119064.756540398,122168.963229113,131793.156557969,107304.110208435,135099.242801308,102672.619177119,106634.346158353,173772.44870145,160419.29629674,159376.195378057,162760.841982075,154869.791285062,138558.281470065,131865.852202465,142461.058524867
"Q8K3G9","Appl2","DCC-interacting protein 13-beta",38452.4042386832,38793.0106657074,65641.5925386928,40329.1618568407,34287.1936510158,51091.9987573171,58899.8620618343,33177.0683310124,32821.9164613102,27885.8336490135,37483.005714862,38659.501696524,39653.852636851,36707.2029387681,42837.0819949546,37632.0131721655
"Q8K3H0","Appl1","DCC-interacting protein 13-alpha",49587.9487561709,52423.6052371385,46042.3070939755,54864.2313806049,48695.0860847333,47009.7759186382,41426.4516278237,42223.1775539157,34212.6205844869,38748.1019005484,49213.494180144,44100.3683448395,49349.2212240734,37016.0455617828,44510.7280108682,45583.5911841703
"Q8K3J5","Znf131","Zinc finger protein 131",40589.8401447691,26432.5808855517,33376.9012044188,21866.9357848857,24775.4265737274,14253.1700691425,13676.642619716,15408.7553765899,33372.0271274624,29362.0161192261,22592.6116132414,27553.17951194,23864.7761321119,27847.0726355082,26816.0093210685,22996.3987667382
"Q8K3K8","Optn","Optineurin",241040.38506558,259017.783548596,242225.165165329,249762.797127741,251157.69636626,222996.461672293,217599.905610687,239970.990443149,286261.503481,266199.115307292,281070.48572276,258840.527100994,251026.528858499,258754.896456014,285265.869654224,216768.51013416
"Q8K3P5","Cnot6","CCR4-NOT transcription complex subunit 6",27524.2835435495,35752.4530485044,32767.9033327328,24258.3161231087,24039.5573176144,28545.608187773,23272.9660200771,26518.9793828999,35695.2804758432,31205.4539649109,28382.3356778149,28409.2718360037,22557.3948758391,34093.1893399803,25212.2989444693,31456.9895547092
"Q8K3W0","Bre","BRCA1-A complex subunit BRE",350591.513833188,338260.007875426,379872.961282337,286828.990281718,325131.205282531,343982.889384003,374897.404515524,319628.97116605,503568.05590988,364591.392956104,397621.474787991,380859.355571306,419403.787747703,410248.32296766,439941.260677378,414309.651514116
"Q8K3W3","Casc3","Protein CASC3",147385.346817993,154811.905505059,149575.126810617,137132.430413326,147964.442101373,140167.694457172,143965.415402994,122539.785084429,121222.975072611,141348.716954081,122870.893630271,140216.990127679,130915.72847527,145613.081945952,128455.137162491,118588.898286758
"Q8K3X4","Irf2bpl","Interferon regulatory factor 2-binding protein-like",793908.585997928,811404.331859252,965346.467422886,928761.120082943,965534.305246044,1036271.63634952,988796.215023802,987621.429212274,767781.946012605,932206.672450597,810583.759207472,871787.350004866,728954.984054654,892608.314727145,849961.489881318,865772.84419099
"Q8K3Z9","Pom121","Nuclear envelope pore membrane protein POM 121",12983.2416197043,17649.7612883931,11938.8107144374,12798.5520910384,15928.7014543826,16137.7752380282,14141.0552650101,15078.2465395116,18165.8315549672,13169.327646423,11386.9859837197,13321.3868504881,17229.417270166,12602.9613171033,9969.03482072319,18084.5252850913
"Q8K400","Stxbp5","Syntaxin-binding protein 5",208069.341540061,237802.011241449,215689.309121308,205060.142258053,222324.251766902,232152.53443528,213322.932748344,249579.902060572,202741.154585306,244796.679159435,215000.647469794,222943.765616735,198325.983948095,224067.932266625,219425.573207069,225132.35855277
"Q8K409","Polb","DNA polymerase beta",557827.097375669,608422.786450012,524290.032545,724077.439792018,688946.359446319,630175.747835496,556785.67822059,580074.128287778,649012.951693911,804223.902873205,754315.123347352,830807.230357929,825852.811836252,736549.520581405,688829.977289594,752886.885123586
"Q8K411","Pitrm1","Presequence protease, mitochondrial",1467347.04105588,1528865.79376548,1308766.91591591,1678732.44542376,1608278.94438481,1353940.84034082,1472987.85609568,1595124.10980208,2123546.73414545,1675579.32629494,2118370.38126633,2028311.7579515,2044152.49098559,1848151.16542258,2137262.29399681,1908781.54161916
"Q8K479","C1qtnf5","Complement C1q tumor necrosis factor-related protein 5",22499.3906631703,24113.1984898512,21440.5959448737,19610.9547277847,25791.4969096991,19653.4410966222,21217.5808468086,25381.7048881078,28762.2621393995,28379.42896563,26961.3064004771,22463.6041141047,32052.4076090401,34975.8814818867,42375.1861536374,32069.4017886952
"Q8K482","Emilin2","EMILIN-2",56891.9080633402,68866.1525382569,67243.8905959563,66306.9622408496,65875.4151526428,62769.9335721223,69109.4263438043,68667.9641734113,58392.3187798324,61235.4861292159,67429.2945705452,71272.2182791391,64196.0429104926,63154.6634292411,64739.0606137671,65010.2134885591
"Q8K4B0","Mta1","Metastasis-associated protein MTA1",1325608.1814673,1353029.7836964,1434331.03565149,1264570.87248497,1305310.74975935,1306942.12216561,1348335.3101254,1327671.34181359,1296794.24417495,1323553.18215736,1576615.47045798,1457976.04853864,1611224.79092559,1649764.89677689,1619292.99890402,1543014.74183968
"Q8K4B2","Irak3","Interleukin-1 receptor-associated kinase 3",23051.5804144099,24672.7737046616,25995.8841174348,21403.768236883,25338.0891791311,25484.3546357816,24995.4979633237,25872.3069080102,22248.728560005,26052.3188594347,21742.7181838462,26829.3780763867,23787.9982160391,21416.219652385,19326.7840605622,25342.9476639422
"Q8K4E0","Alms1","Alstrom syndrome protein 1 homolog",153169.401859948,143322.426562364,117967.023734606,140108.135154514,110652.112825489,137199.691639108,112386.805576673,122556.483199978,120577.356263129,142049.059656165,130981.078646474,135795.156264127,104884.564233746,118218.883608339,94762.3904937084,96227.9670385642
"Q8K4F6","Nsun5","Probable 28S rRNA (cytosine-C(5))-methyltransferase",658750.072251375,616770.468468176,515563.758513769,549883.906929741,506198.650051034,531349.125017662,540313.991230119,513421.133307692,630289.600233192,658499.527374536,587863.915015943,567411.775154263,548616.167961336,557231.508592977,483903.124172251,474112.265078835
"Q8K4G1","Ltbp4","Latent-transforming growth factor beta-binding protein 4",5891.94251429991,7089.90468384698,6705.4722123406,6293.9975710719,5442.87065679199,4407.1637714709,6912.5376934233,7096.31960561184,6024.92975156112,6772.94614035817,6354.14286236062,7892.04653701316,7342.53522936889,7140.47939710997,7918.15716867958,8851.03352906505
"Q8K4G5","Ablim1","Actin-binding LIM protein 1",830126.952158634,945039.541853208,1200695.37849558,1118748.54122972,1215223.79504646,1166223.36898291,1247686.55722757,1251200.51902041,920213.348753202,928403.482173736,964920.487706378,953669.559504699,909246.460955338,1090369.68705481,1100403.61931865,1124406.22791647
"Q8K4J6","Mkl1;Myocd;Mkl2","MKL/myocardin-like protein 1;Myocardin;MKL/myocardin-like protein 2",949934.523108924,1142899.43687614,1129571.61203795,1256712.22892118,1247612.49687674,1285452.22497186,1098408.14515811,1103468.4008583,832594.624646458,723422.809891049,824549.999158534,751539.298384787,764646.147281615,968637.588146206,770832.21963252,739459.726932158
"Q8K4K6","Pank1","Pantothenate kinase 1",37306.9462425495,42984.4756476444,33679.1465564963,43540.4440253116,37846.4537544987,31654.7496049936,35455.1305927597,40386.6694705178,32274.8506881441,37686.1302981036,36441.8629407621,37835.1941139902,29257.5620630093,34486.0029987455,20552.8620237288,25381.772363913
"Q8K4L0","Ddx54","ATP-dependent RNA helicase DDX54",1664101.85321325,1425113.63448637,1306851.89997025,1524939.84077806,1383925.66005878,1414440.19255031,1353144.34722814,1378445.37766334,1637159.12152238,1602968.94888174,1561168.77399418,1454835.20961532,1418638.06403809,1530349.63939479,1428697.64154687,1387905.17494162
"Q8K4L3-3","Svil","Supervillin",3262856.96411563,3173052.50547729,3504955.28327472,4065763.06971164,4215520.33353918,3775304.97413782,4256094.67315079,4317823.21550197,3231016.3327068,3021840.98246299,2911707.54511619,2804342.29119406,3242666.36097857,3610428.29319471,3177736.99190767,3549039.48146939
"Q8K4M5","Commd1","COMM domain-containing protein 1",392804.293036321,336531.281950178,306145.112501813,424776.318429614,360414.407814053,373548.334963467,345712.042368826,379461.070571422,343522.39077542,403259.394310971,408751.4403109,395897.118464409,359802.450210728,352356.603505663,419792.682757709,431528.855080065
"Q8K4P0","Wdr33","pre-mRNA 3 end processing protein WDR33",699972.679192628,629419.18815574,617323.08734522,630310.502520507,595198.98968549,718680.271906434,625810.869628163,642743.768828567,600478.372460087,732111.417357616,834402.045889363,733870.212960744,730820.083543972,774587.166303556,720995.762435237,715273.735366059
"Q8K4Q0","Rptor","Regulatory-associated protein of mTOR",635656.059107256,603559.358234673,595740.303521119,540351.29712919,548797.125749463,607706.674401086,586438.353119932,538953.121235739,610655.013798171,596989.162361227,563464.883372693,633014.69578552,664444.496757549,592809.324821532,630370.495842576,621413.575993578
"Q8K4Q6-2","Neil1","Endonuclease 8-like 1",226088.806481801,229525.050341197,237601.566891923,234502.027874859,251419.107491352,268170.303906888,217476.941059018,240049.35773544,236562.10043535,273122.400862635,254834.807323801,284873.452904044,232102.767478371,248605.502385773,220266.904959681,225019.178064937
"Q8K4Q7","Cerk","Ceramide kinase",8038.97092577218,6366.58981068791,6818.28396436602,6301.88864502499,6703.72842353781,5653.64136896536,5905.27768130523,6688.92353648385,7799.29039098416,5889.79414691772,7010.26805324275,6383.66844583851,7539.22472222946,6931.35830920694,6853.29187550847,6133.90336967231
"Q8K4Q8","Colec12","Collectin-12",231040.570615235,364125.918911727,257279.727768433,236129.802459207,233522.876437558,297807.668353042,327053.01532063,288986.505999163,162353.69401791,201815.524283493,155597.668080871,179224.901490973,250796.356861509,251451.978173927,262014.173274374,301040.136349058
"Q8K4R9","Dlgap5","Disks large-associated protein 5",35906.2147501345,35253.3511463028,35996.0957949221,38572.8205066231,35351.3926430575,26096.7968976408,29403.0020210606,25563.5815216706,20955.3595159501,14713.9485139033,16310.6770400522,20764.4302530321,16054.672020592,17413.3156340306,6317.55281617596,11990.7440989364
"Q8K4S1","Plce1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",182812.16200482,190122.802019598,196462.792944153,174591.83963169,173940.353704976,202389.529644534,183318.026628954,106110.357394919,168079.412285372,164162.845937417,136391.289377263,177184.914865639,187055.913242319,178901.193050516,151230.810301105,178367.358696225
"Q8K4X7","Agpat4","1-acyl-sn-glycerol-3-phosphate acyltransferase delta",31902.359428378,43180.7605338216,54572.4000302328,22072.1037076661,30191.1718822843,41038.9427441634,34115.9401120494,40550.994107623,48864.9501228137,22337.5153916016,22116.5406834715,31943.4905961173,28299.0889882605,35642.8107590512,26722.6582678461,41067.6497970838
"Q8K4Z3","Apoa1bp","NAD(P)H-hydrate epimerase",266137.62932278,352964.932804935,256980.929073879,273153.470423185,252465.411288378,258073.974677336,349350.754332508,383026.213116747,234066.60764039,233850.320679867,355838.064295807,293625.783159609,408953.687932119,323330.900128806,482697.48585152,360647.927768936
"Q8K4Z5","Sf3a1","Splicing factor 3A subunit 1",2911438.35061213,2535868.29623344,2594638.0835932,2392183.49557924,2437042.06364163,2611194.86181994,2763457.719722,2522172.95408492,2857998.61165594,3113894.90290907,3092826.93446914,3061881.1720049,3534669.88908319,3068371.76451149,3132659.75516006,3389213.56187951
"Q8N7N5","Dcaf8","DDB1- and CUL4-associated factor 8",572546.966170516,491992.628039623,393277.277519473,490745.407979618,451743.477431537,417676.654496838,419142.747305909,500897.45177044,465383.77841078,516591.129596163,554986.006936844,519402.320204837,609018.713246093,494894.44789262,613304.195963349,498003.228847727
"Q8N7N6","Traf3ip2","",1767.2780511777,1690.32480867472,2970.09083916516,1804.93881785555,1839.62604766411,1822.69921947116,1581.08579836987,2309.84273381231,809.434052133554,1139.71925853354,922.866715945436,1840.80806646132,1262.09091252197,1848.02696419569,1407.22930396954,1206.26047261316
"Q8N9S3","Ahsa2","Activator of 90 kDa heat shock protein ATPase homolog 2",100268.766008357,84261.8471130969,93339.9929090799,93521.8328159191,83953.6120841804,87057.7010590937,74447.6012149888,63477.3170048057,76858.9857618246,64996.9381907023,64402.9835984102,62339.30877774,61619.1301852245,64649.4427481269,51636.8490351634,56448.4189839548
"Q8QMV9","","",27135.5049428913,31968.6480137629,91557.8058418299,31965.5857926572,29435.7120968904,61451.4500390922,63275.0694695295,24336.5546558037,34262.1508437271,32530.2331048453,24918.3902295775,52330.4333831226,32775.1120943206,34888.3049101379,42916.2355122302,34102.8579254667
"Q8QZS1","Hibch","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",180540.995288348,198710.125023295,186985.147572757,209929.319817546,168887.786670011,204474.219021232,206389.303365097,253312.784766636,220484.152000939,210177.591594487,286543.015752213,252364.12405212,252715.589095024,197810.806123853,322397.686357144,247406.857435476
