"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"Q8C0T5","Sipa1l1","Signal-induced proliferation-associated 1-like protein 1",0.914315937940762,12,12,24,4600.74597312833,4214.13103871954,4762.99903076389,4111.38185228324,3890.20634760588,4011.28086375621,3692.36209515828,3480.13537238394,4095.40532172491,0.313244613805314,0.105452491358764
"Q8C0Z1","Itfg3","Protein ITFG3",0.881513303769401,18,18,24,35100.8151412709,21656.3986940642,49724.3484349384,40971.2803455981,42831.3425596237,42813.8950298286,37549.7841765298,42125.8330303159,39096.7121765212,0.717910744365095,0.210901852013783
"Q8C129","Lnpep","Leucyl-cystinyl aminopeptidase",0.920310296191819,18,6,24,141849.702970399,150376.331392485,143568.424964155,148009.746682197,148500.741298146,147050.09163881,156361.640212854,140859.584335863,147072.032936864,0.105404512111734,0.0343139424908985
"Q8C166","Cpne1","Copine-1",0.473946784922395,24,12,24,98626.5071084812,93829.8527537747,106462.001505951,98271.3312566071,94690.0465698005,93697.129982365,86153.3318482297,106395.874820738,97265.7594807434,0.208795672455958,0.0701028277864143
"Q8C167","Prepl","Prolyl endopeptidase-like",0.212860310421286,6,6,24,544719.450484585,453730.892123535,533504.160903035,523981.402767397,595788.095401976,527630.805149107,471712.84196566,560120.152215772,526398.475126383,0.26986628949549,0.0868081856517269
"Q8C181","Mbnl2;Mbnl1","Muscleblind-like protein 2;Muscleblind-like protein 1",0.739421720733427,6,6,24,242317.162248518,194985.945432119,231762.49961149,253884.892080965,237012.097439722,230840.268138725,223080.974798087,220649.259614019,229316.637420456,0.256845501100096,0.076117473380126
"Q8C1A5","Thop1","Thimet oligopeptidase",0.254573170731707,6,12,24,424052.007865691,384731.270233346,378093.938456873,388332.471987063,394615.486679659,356838.754418547,358755.162331813,292266.96041662,372210.756548701,0.354060287432418,0.103801161035634
"Q8C1B7","Sep-11","Septin-11",0.923579946146942,6,18,24,26066.3173850255,18264.4427169924,20522.1517788483,19821.6967505675,18492.0603093576,19703.9478307396,18095.7684146526,16285.5894265786,19656.4968265953,0.497582455547906,0.147643291124553
"Q8C1F4","Csgalnact2","Chondroitin sulfate N-acetylgalactosaminyltransferase 2",0.473946784922395,24,12,24,8443.20009575262,7845.13397034849,7471.76134226134,8542.61028660706,8091.52177465528,8364.6905620691,9784.37405150324,8590.33739394703,8391.70368464302,0.275583218396287,0.081075987371596
"Q8C1Y8","Ccz1","Vacuolar fusion protein CCZ1 homolog",0.710920177383592,24,18,24,43252.0555960979,47078.7546179537,42535.4791182635,47400.6312724584,45897.2614593161,43706.3865436148,46141.3732738914,46204.4355830912,45277.0471830859,0.107452947064365,0.0407517913777181
"Q8C2E4","Ptcd1","Pentatricopeptide repeat-containing protein 1, mitochondrial",0.314174894217207,6,18,24,31690.6032509576,27997.2630103302,22073.1690899056,27819.1454293049,24037.9630137569,26628.1332347034,22897.8217132131,21000.5056703819,25518.0755515692,0.418922561733631,0.142149975163644
"Q8C2E7","Kiaa0196","WASH complex subunit strumpellin",0.0289634146341463,12,6,24,124996.271989785,119514.061862459,103647.314551651,105765.698205161,105996.275529594,113088.81817245,96205.3626837066,105143.555322439,109294.669789656,0.263424642404687,0.085352728877884
"Q8C2Q3","Rbm14","RNA-binding protein 14",0.750554323725055,12,12,24,679859.592148375,700968.840271137,686598.274509118,658329.512164503,666008.732782685,653722.544064806,655048.789864986,636199.433540571,667091.964918273,0.0970921704003751,0.0312764969611729
"Q8C3R1","Brat1","BRCA1-associated ATM activator 1",0.750554323725055,6,12,24,6024.77305092548,7383.36011589966,6743.59388541437,6991.68033459372,7487.49712918598,6844.09546370499,6686.96798450485,7151.96485961817,6914.2416029809,0.211552352701977,0.0666830521424227
"Q8C3W1","","Uncharacterized protein C1orf198 homolog",0.881513303769401,6,6,24,29186.811167165,29565.6621099897,33116.6640059078,28599.5987476195,30969.345082807,27938.6314607073,28726.0410708336,29637.5101709404,29717.5329769963,0.174241669024434,0.0551897693298013
"Q8C407","Yipf4","Protein YIPF4",0.0734478935698448,18,18,24,562211.905093865,621568.112772201,724392.537736403,647141.104873586,637336.102179423,633921.49604101,659408.06811266,708683.604050103,649332.866357406,0.249765014286633,0.0781055714416281
"Q8C4J7","Tbl3","Transducin beta-like protein 3",0.416574279379157,18,18,24,52526.210562393,50948.6998884048,57256.3434591826,51201.2344600054,51773.3677686697,49647.0553310204,55293.0948392333,47819.3226019879,52058.1661138621,0.181278396103196,0.0578708728666415
"Q8C522","Endod1","Endonuclease domain-containing 1 protein",1,6,18,24,9399.30721160553,12079.6650774,12085.0012869995,11077.0832952535,13504.611831105,12723.4665901338,12602.016777892,13017.4560528012,12061.0760153988,0.340376315865855,0.107575027518773
"Q8C561","Lmbrd2","LMBR1 domain-containing protein 2",0.753526093088858,6,18,24,8145.82341734335,7898.38337948181,8527.19159522381,7647.47448473808,5904.40155450718,5407.74161729447,4263.27022461747,7131.86210600091,6865.76854740088,0.621040651336914,0.219996411528365
"Q8C569","Fam118b","Protein FAM118B",0.473946784922395,12,12,24,76877.1016118836,71380.3621724027,65001.8380068932,65063.7883441911,61113.7442857863,69425.1192632384,65651.6813116203,64982.1510677932,67436.9732579761,0.233749478432188,0.0729425422134836
"Q8C570","Rae1","mRNA export factor",0.833148558758315,12,6,24,9099.68900044443,9436.862378921,8382.91955009101,9694.55187723116,7299.41085475771,10684.8789186095,8378.20530003575,8837.01664254331,8976.69181532923,0.377139834306278,0.113008413057373
"Q8C6E0","Cfap36","Cilia- and flagella-associated protein 36",0.421808885754584,18,18,24,80738.1417769085,90543.8725162944,95049.5752878036,101118.143639068,96091.2070103018,93655.6168654167,100641.373921128,92534.2056810818,93796.5170872504,0.217278876604787,0.0686229515536417
"Q8C6G8","Wdr26","WD repeat-containing protein 26",1,6,18,24,43474.5277217169,34163.3144333512,32350.8504978216,41911.9532920998,36588.0218408773,47327.9908661828,50697.9268981971,37323.4287822497,40479.751791562,0.453240832474668,0.159938620992768
"Q8C754","Vps52","Vacuolar protein sorting-associated protein 52 homolog",0.920310296191819,24,6,24,91308.8366457405,95288.1961001763,108357.712250546,98180.4545254529,104040.039658295,102301.482856182,96136.523279029,112005.158470371,100952.300473224,0.205010898489825,0.0694723206395934
"Q8C7E7","Stbd1","Starch-binding domain-containing protein 1",0.739421720733427,18,18,24,58301.3329030835,61548.5753937209,73205.5829810586,64941.3023152441,71351.4941932888,67710.9312877887,66876.1048561518,83506.4282658204,68430.2190245196,0.368332817314314,0.113690820453182
"Q8C7E9","Cstf2t","Cleavage stimulation factor subunit 2 tau variant",0.416574279379157,6,12,24,52803.9738292237,39783.5855666894,34644.5779868896,42686.0847508558,41243.3087455887,41513.2181997856,39374.1201863579,34013.859120404,40757.8410482243,0.461018401013621,0.142264876595165
"Q8C7Q4","Rbm4;Rbm4b","RNA-binding protein 4;RNA-binding protein 4B",0.881513303769401,12,6,24,238747.353226274,204368.365782528,179702.538587735,231582.12227921,179508.665292976,231684.705688356,222538.419324767,194053.685812634,210273.23199931,0.281722439751591,0.114429784090586
"Q8C854","Myef2","Myelin expression factor 2",0.0881374722838137,18,6,24,13598.3518361666,13700.2674288425,15993.4555826055,13292.3122740986,14535.4129834657,13428.9060740413,17479.4905282173,12143.4683262769,14271.4581292143,0.373894675206125,0.119332750904898
"Q8C8U0","Ppfibp1","Liprin-beta-1",0.710920177383592,18,12,24,951579.032899827,976928.933857135,1072033.60551711,965153.458630687,1009653.87872162,972727.053708728,1008949.41573611,1013223.39811513,996281.097148293,0.120904203604852,0.0384300008327411
"Q8CA72","Gan","Gigaxonin",0.846614950634697,6,12,24,14169.2889074969,11325.6994749957,10633.9265064924,11993.3578150214,10967.3964313325,13906.3879201503,13410.3749605524,13121.8672935276,12441.0374136962,0.284169421202164,0.111289209242037
"Q8CAF4-3","Nhsl1","NHS-like protein 1",0.0881374722838137,6,18,24,18663.1884861214,18463.6310765009,15511.5139288366,16943.5714074803,18822.6624388916,15723.5486759328,17115.1281485526,13042.4819297533,16785.7157615087,0.344351148992575,0.117836323499152
"Q8CAQ8-2","Immt","MICOS complex subunit Mic60",0.739421720733427,12,18,24,391804.421084783,399775.640625931,397023.920117967,416324.579542728,391077.281498797,421198.159647543,406268.321369182,387790.117352366,401407.805154912,0.0832271865821944,0.0304248324816376
"Q8CAY6","Acat2","Acetyl-CoA acetyltransferase, cytosolic",0.0736953455571227,18,12,24,71897.1630149043,79281.9886396707,92150.3136430489,87859.0310055577,72494.2201074799,92104.4438126176,80091.4348367844,78095.0952002763,81746.7112825425,0.247754928735216,0.0989115701294459
"Q8CB44","Gramd4","GRAM domain-containing protein 4",0.881513303769401,6,18,24,79413.5827149738,86752.4936628553,77839.0383396129,79758.061876549,77954.7865703721,70134.8923115493,74020.717202953,67589.8679592158,76682.9300797601,0.249894281344073,0.0785404136735417
"Q8CBG9-2","Rnf170","E3 ubiquitin-protein ligase RNF170",0.0038787023977433,6,12,24,63376.2564504216,57951.6771917137,51157.3737388239,57759.4722986158,60808.0932603681,58257.5845466271,53355.4950622424,57017.3580325792,57460.413822674,0.212648707148296,0.0670632852554874
"Q8CBW3","Abi1;Abi2","Abl interactor 1;Abl interactor 2",0.201692524682652,6,12,24,176150.851302455,151573.553864237,130402.621017056,133139.448872755,131974.013616796,130919.20815926,118005.425356995,125764.262540552,137241.173091263,0.423673338224778,0.133574457335593
"Q8CBY8-2","Dctn4","Dynactin subunit 4",0.923579946146942,6,18,24,68228.5210777447,61245.3989935866,55233.7706789037,62764.4094878784,62519.8429656438,65263.9861724494,67608.5561219209,45905.9712309166,61096.3070911305,0.365366597583911,0.120688852512964
"Q8CC35","Synpo","Synaptopodin",0.0807926829268293,6,18,24,238319.014996839,230532.907577056,214695.636497207,214852.348259676,222882.235197493,220603.741008307,221532.36355046,200839.84209546,220532.261147812,0.169948708213074,0.050755794281017
"Q8CCA0","Dcun1d4","DCN1-like protein 4",0.881513303769401,6,18,24,49721.8662954593,50538.8154385339,47076.129225023,49502.1359245885,48258.7275194731,43924.9277914713,48298.6441805021,43789.1307620052,47638.7971421321,0.141684615931649,0.053793429410928
"Q8CCB4","Vps53","Vacuolar protein sorting-associated protein 53 homolog",0.750554323725055,6,18,24,60963.1530458801,51529.5264493246,58880.4869355238,59171.6176775077,64230.8995846942,63517.0939609648,59378.1168986724,55823.0903636027,59186.7481145213,0.214598259576511,0.0692012467209921
"Q8CCF0","Prpf31","U4/U6 small nuclear ribonucleoprotein Prp31",0.753526093088858,6,18,24,33075.4035055978,33739.4114749854,28618.2187324828,32893.9194108784,31612.6157357917,30561.1466852864,35167.2982735761,30762.1361577427,32053.7687470427,0.204315429888335,0.0647774143391062
"Q8CCH2","Nhlrc3","NHL repeat-containing protein 3",0.0289634146341463,24,6,24,28761.2001359115,34526.5402653961,36612.5897778381,37136.7761861684,36244.0778015037,34386.7322893276,36373.0892859081,44893.1411698429,36116.7683639871,0.446660699854225,0.122945239720256
"Q8CCN5","Bcas3","Breast carcinoma-amplified sequence 3 homolog",0.0038787023977433,6,12,24,17714.5531461079,16728.4744951941,12729.8420457747,16394.2610792753,19166.000027818,16923.5815102523,15494.9239200616,15597.6855056043,16343.665216261,0.393801384015116,0.114860879188778
"Q8CDD9","Lrif1","Ligand-dependent nuclear receptor-interacting factor 1",0.917960088691796,18,18,24,3946.87218998031,4811.06842283486,4635.51815588247,3538.7596669561,4606.85750470887,2835.34588756759,4948.2681940956,5468.01052293642,4348.83756812028,0.605372031981126,0.195941679870443
"Q8CDJ8","Ston1","Stonin-1",0.416574279379157,18,12,24,109799.987493159,118526.48932372,127514.911037339,134574.609771602,124872.478879401,141538.46597764,143520.980165413,132662.789113495,129126.338970221,0.261147283669451,0.0882998654729315
"Q8CDM1","Atad2","ATPase family AAA domain-containing protein 2",0.0440687361419069,6,12,24,31258.6412102406,30041.9775516086,28868.229768658,32396.2705287535,31732.0864739016,29269.0762331473,27107.5807739279,29722.3314833969,30049.5242529543,0.175999117666751,0.0570423965887133
"Q8CDM8","Fam160b1;Fam160b2","Protein FAM160B1;Protein FAM160B2",0.76163610719323,12,18,24,244557.947822762,230062.03215366,215748.075694044,251366.421279327,230549.588202181,264128.320349989,255390.703490561,244336.354714251,242017.430463347,0.199903967922146,0.06498523856757
"Q8CDN6","Txnl1","Thioredoxin-like protein 1",0.753526093088858,6,6,24,610480.977974546,664984.7622005,669881.622811227,667390.021039634,669601.743756823,612816.480513265,581629.325201074,636662.104568976,639180.879758256,0.138070928597756,0.0534385360115885
"Q8CE90","Map2k7","Dual specificity mitogen-activated protein kinase kinase 7",0.201692524682652,12,12,24,11415.3791274794,13319.7800005166,12092.2210776481,11110.8657322695,12900.240642523,12479.6529666913,13103.0758580717,11750.5723146359,12271.4734649794,0.180003996630962,0.0661493994127122
"Q8CE96","Trmt6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6",0.917960088691796,6,12,24,14278.2834375546,12183.7577337609,11926.7847319282,11779.5011596422,11086.7805336642,10534.4090573977,10200.0722698828,10954.0519850867,11617.9551136147,0.351026590117627,0.109970111286442
"Q8CEC0","Nup88","Nuclear pore complex protein Nup88",0.917960088691796,12,18,24,8226.89218520115,9033.88256756239,7612.4441200431,9261.82059044815,8657.08013461277,9169.64002484674,8780.60374543158,8260.59069558228,8625.36925796602,0.191223867764474,0.0651602279669858
"Q8CFE4","Scyl2","SCY1-like protein 2",0.473946784922395,6,12,24,53316.7244462046,46034.0618878844,41144.5555078461,47535.4449275446,44884.2639593714,45952.9954316519,41773.5864757988,32019.7890396552,44082.6777094946,0.483113470259145,0.139473163162326
"Q8CFE6","Slc38a2","Sodium-coupled neutral amino acid transporter 2",0.473946784922395,18,12,24,76507.5288994259,100751.543630961,103934.455939734,99605.73751874,105781.245528152,101181.641213626,108965.15937712,103460.216376174,100023.441060492,0.324500238479744,0.0996373728947455
"Q8CFG9","C1rb;C1ra","Complement C1r-B subcomponent;Complement C1r-B subcomponent heavy chain;Complement C1r-B subcomponent light chain;Complement C1r-A subcomponent;Complement C1r-A subcomponent heavy chain;Complement C1r-A subcomponent light chain",0.923579946146942,24,18,24,140250.275954772,138529.331709805,136027.663051266,156224.015387981,151770.288930872,163129.438102441,155461.404371417,152202.255369194,149199.334109719,0.181648096574244,0.0653598555635038
"Q8CFI0","Nedd4l","E3 ubiquitin-protein ligase NEDD4-like",0.080394922425952,6,12,24,4624.18866982454,3634.92602169281,2904.10921847594,4011.318668958,5020.37007396088,5130.51499728376,3619.55754077129,3997.268452681,4117.78170545603,0.540680866073559,0.185334748229364
"Q8CFI2","Cdc34","Ubiquitin-conjugating enzyme E2 R1",0.110014104372355,24,18,24,8189.34651160802,7483.37275859406,5934.87419290203,8875.00180870914,10225.6208985574,8746.81374100278,6280.35656754276,8725.51815551615,8057.61307930404,0.532508407071089,0.177390956230277
"Q8CFX1","H6pd","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase",0.220028208744711,18,12,24,245557.57803288,247143.5847546,260970.265820366,259583.554577724,257881.183594998,282432.364876029,272858.289391063,260182.555383195,260826.172053857,0.141376866258402,0.0467904859124992
"Q8CG14","C1sa;C1sb","Complement C1s-A subcomponent;Complement C1s-A subcomponent heavy chain;Complement C1s-A subcomponent light chain;Complement C1s-B subcomponent;Complement C1s-B subcomponent heavy chain;Complement C1s-B subcomponent light chain",0.143394452280207,18,18,24,124920.059876223,136709.195766928,153923.461271877,148609.404695042,144522.114475329,137415.069322672,138600.798448426,144910.073803095,141201.272207449,0.205404674775472,0.0626544585111762
"Q8CG47","Smc4","Structural maintenance of chromosomes protein 4",0.416574279379157,12,12,24,27143.2804750812,32086.2736299467,26266.2172188938,21508.3491249785,24245.1957951629,24920.8303615768,25149.5127472795,24725.976688952,25755.7045052339,0.410702200082262,0.118047960983021
"Q8CGB3","Uaca","Uveal autoantigen with coiled-coil domains and ankyrin repeats",0.881513303769401,6,6,24,100896.89959449,103189.822567444,121434.300213201,105719.568386195,108267.25918302,98964.0307565496,93877.3058033846,100588.538021948,104117.215565779,0.26467279460049,0.0790984103060879
