"Leading.razor.protein","Gene.names","Protein.names","S1","S2","S3","S4","S5","S6","S7","S8"
"Q6SKR2","N6amt1","",104272.234955031,95183.6727630729,97586.479958288,101089.217732328,96185.4562390502,98627.2965181647,114243.017300394,106575.954904138
"Q6T264","Maml1","Mastermind-like protein 1",1674.71635818649,1296.34694532651,1182.49905708298,1970.17127788004,1826.15650128652,1203.51137791548,1770.97922862717,2333.95219986632
"Q6T3U4","Npc1l1","Niemann-Pick C1-like protein 1",11951.6507464392,12345.1733749883,10854.6153370548,11217.3578670919,13210.0182651203,12715.83059252,13049.3690499592,11972.7984241132
"Q6TEK5","Vkorc1l1","Vitamin K epoxide reductase complex subunit 1-like protein 1",116872.663076747,148701.970421749,161361.233662254,158514.862561826,120575.675372065,158451.323802465,134762.402679051,171213.376131746
"Q6TXD4","Dnmbp","Dynamin-binding protein",23738.4012025019,20723.0644874474,22859.68808293,18739.2376050621,17727.4387374442,26073.074706205,20974.848375952,23351.1102318275
"Q6TYB5","Fez2","Fasciculation and elongation protein zeta-2",23715.7882151479,24316.8793201451,26994.0746850138,22832.6204274712,25815.6734663086,23946.6450415975,25745.4805944419,24764.9772286005
"Q6URW6","Myh14","Myosin-14",2125989.9896488,2446057.9213049,2429324.66358411,2418781.46978489,2354661.16858326,2590290.46196067,2781754.46907641,2542567.36766617
"Q6VH22","Ift172","Intraflagellar transport protein 172 homolog",16534.0296780682,21796.0779097347,29600.1963421178,27355.4046174006,22808.8167772494,28585.0413040965,16479.7386129055,18799.806018889
"Q6VN19","Ranbp10","Ran-binding protein 10",23756.6326914852,33284.2472742123,22603.5576920715,25320.857691872,25543.323226403,24664.031421397,26115.2970454876,21354.6525040276
"Q6VNB8","Wdfy3","WD repeat and FYVE domain-containing protein 3",101300.149503002,99196.8915194715,93956.8608537231,108822.293038274,104369.116714851,113120.34499815,106122.786375679,99944.3064613788
"Q6W3F0","P4ha3","Prolyl 4-hydroxylase subunit alpha-3",25376.0233499057,22023.2705962155,24091.2737283798,33028.3604629391,27262.5341158074,25729.2721965976,29056.1657785796,19888.2795304396
"Q6WKZ8","Ubr2","E3 ubiquitin-protein ligase UBR2",256073.42328508,196412.123359875,185712.784944194,201272.338350438,211870.519096042,223577.891949733,217656.300210239,201806.926989751
"Q6WQJ1","Dagla","Sn1-specific diacylglycerol lipase alpha",2736.30142953622,2810.03118662445,3733.46040831722,2419.61598354858,2772.0749639386,2350.09376042751,2441.15655346998,3089.0332687892
"Q6X893","Slc44a1","Choline transporter-like protein 1",7693.05711813906,4525.28409907871,6121.67857771144,6189.1458545972,8113.68159471426,7212.0528216016,8631.81034866176,5403.50082882185
"Q6XQH0","Gal3st2","Galactose-3-O-sulfotransferase 2",1417.76747068246,1662.44876751419,675.906402384621,1276.84950213214,1421.92959849727,1735.62527979159,1073.93961430542,2214.07038952124
"Q6XUX1","Dstyk","Dual serine/threonine and tyrosine protein kinase",2870.43840296228,3379.8802399758,3487.67257480932,3460.78347504126,3168.22076743772,3925.36565992786,3066.62472527592,3549.79372548762
"Q6Y5D8","Arhgap10","Rho GTPase-activating protein 10",746067.525486839,787947.496692973,798524.112018738,807864.220275236,791893.999719334,796240.027936251,805047.636650487,823409.18858719
"Q6Y685","Tacc1","Transforming acidic coiled-coil-containing protein 1",302124.270758463,304986.782042418,272245.818970244,290209.5664969,283244.851285859,296459.465614977,292723.980094709,280826.063429331
"Q6Y7W8","Gigyf2","PERQ amino acid-rich with GYF domain-containing protein 2",381901.23779879,353813.571473455,332285.266829188,312496.573689853,358116.150239769,341259.951271734,354167.971500393,353776.370375284
"Q6ZPE2-2","Sbf1","Myotubularin-related protein 5",138229.868440124,129477.526989263,137848.443501921,135734.670767639,130683.841046896,137796.835968363,138352.014101887,147759.920265424
"Q6ZPF4","Fmnl2;Fmnl3","Formin-like protein 2;Formin-like protein 3",57311.6695995891,54986.958326489,53469.3991405613,55571.1917403362,57638.2687485665,65267.1685843141,61073.8069780706,52570.2761264059
"Q6ZPG2","Wdr90","WD repeat-containing protein 90",49341.0556990667,49241.6806232938,35193.0863258756,32560.0572469931,42554.7249852569,31455.8023890325,31604.5875016812,32928.0158115505
"Q6ZPJ3","Ube2o","E2/E3 hybrid ubiquitin-protein ligase UBE2O",362646.511137714,358545.849895518,344701.89223952,371390.220251311,341878.539528687,365612.078654435,338506.345992163,362622.571196023
"Q6ZPK0","Phf21a","PHD finger protein 21A",33110.0177727374,25855.3576491458,20335.2929084198,25171.6681158032,33445.4347641704,30617.0620297075,30716.8440308874,29444.3673107614
"Q6ZPQ6","Pitpnm2","Membrane-associated phosphatidylinositol transfer protein 2",70220.0093758753,68268.6012817801,81515.575541944,72185.8355016866,79319.4282982773,76301.0613838109,78627.3932111394,73889.548626525
"Q6ZPR5","Smpd4","Sphingomyelin phosphodiesterase 4",57567.5045468294,50839.2912953512,46768.6387488385,51954.7021359365,42532.3730084969,50673.8967092181,46298.8118115154,35195.4125837744
"Q6ZPR5-5","Smpd4","Sphingomyelin phosphodiesterase 4",37460.04733102,39987.9876396891,40478.4373248852,42279.1015357634,37242.7777082588,39678.9020133421,36413.1213066961,35641.9184881735
"Q6ZPR6","Ibtk","Inhibitor of Bruton tyrosine kinase",18725.0573485008,17167.8827855468,16853.2986003912,15110.9984576101,14652.3225501257,18175.5441054304,17800.8664869024,13734.1073143415
"Q6ZPS6","Ankib1","Ankyrin repeat and IBR domain-containing protein 1",22113.1066606836,17175.4558750962,18160.2125385444,20763.8122293444,18100.028996204,17498.5752864245,16763.2645587072,22456.8678141978
"Q6ZPT1","Klhl9;Klhl13","Kelch-like protein 9;Kelch-like protein 13",214300.756222968,223019.18795251,214076.944285297,234330.319510147,201282.129797437,229821.240175172,227694.149026011,210391.55164826
"Q6ZPU9","Kbp","KIF1-binding protein",41552.7566883774,44034.9222057252,45698.893846401,48383.4334619403,44692.7775314858,49412.7472558852,47181.0356337862,43538.9404620258
"Q6ZPY2","Smg5","Protein SMG5",34951.7323421305,30900.280180454,28432.9069281975,39702.5945949856,35824.2009062755,33080.6085923625,36891.4908453622,26501.1611885168
"Q6ZPY7","Kdm3b;Kdm3a","Lysine-specific demethylase 3B;Lysine-specific demethylase 3A",80175.757654748,67905.4042062689,62921.6853780228,57580.5610736095,57741.7755947933,62452.4248204779,46629.4387580473,54795.4219954116
"Q6ZPZ3","Zc3h4","Zinc finger CCCH domain-containing protein 4",83537.9078557988,77490.1345700382,81411.947173196,72041.4346049291,67927.4854351533,73176.1457624563,64541.2501802635,75171.5353768448
"Q6ZQ03","Fnbp4","Formin-binding protein 4",23659.6270601841,22328.5802201029,22624.8511924992,20900.4623771136,21216.9261862352,19789.4102171171,18407.3838654458,21179.9060499403
"Q6ZQ08","Cnot1","CCR4-NOT transcription complex subunit 1",1353235.49092983,1359638.05569625,1313865.62723781,1327642.54965568,1237232.83318473,1289536.05353021,1270552.81568572,1225205.41281227
"Q6ZQ11","Chsy1;Chsy3","Chondroitin sulfate synthase 1;Chondroitin sulfate synthase 3",8281.31040575215,7198.8959328619,6181.40177652999,6689.14321608785,8379.58414901607,8090.09647312684,8931.34327518039,7427.95490754064
"Q6ZQ12","Ninl","Ninein-like protein",47997.5880439761,48638.6344650686,50354.2614256151,42056.8475743267,44766.4530856522,35885.1213445692,39783.510689025,41402.8086318393
"Q6ZQ29","Taok2","Serine/threonine-protein kinase TAO2",9176.08292260596,8956.03944202894,11106.6898230699,8423.23754070483,10261.6205922024,8769.19253217451,8538.16031205367,8222.99999826974
"Q6ZQ38","Cand1","Cullin-associated NEDD8-dissociated protein 1",3057016.89915483,2762656.2207046,2723385.36954963,2829940.43752064,2902169.57249045,2742127.18350184,2885529.74893522,2594896.03425863
"Q6ZQ58","Larp1","La-related protein 1",541213.539670567,531582.958045093,447089.488717568,475567.593093304,537662.444113575,516957.417875667,569655.509811776,466372.648274936
"Q6ZQ73","Cand2","Cullin-associated NEDD8-dissociated protein 2",12867.4952999489,11607.2639782128,14311.4630350546,12644.4830375078,13160.9298853899,13753.8224357571,13818.8080540752,14052.2196973102
"Q6ZQ88","Kdm1a","Lysine-specific histone demethylase 1A",522433.713592432,512919.856907834,485009.968255364,514882.748974528,433950.217608041,490582.984163545,515497.638444829,487379.346131828
"Q6ZQ93","Usp34","Ubiquitin carboxyl-terminal hydrolase 34",36217.8182802329,37902.5870078907,37362.6912242125,43500.757806246,34799.1908335498,41370.0578465463,37899.7466422431,36071.2984196661
"Q6ZQA6","Igsf3","Immunoglobulin superfamily member 3",3602.85412637514,4510.44914283818,3447.21492399675,3923.07368954272,4350.98421460371,4767.7527164673,4110.85023169881,3750.0753128306
"Q6ZQB6","Ppip5k2;Ppip5k1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2;Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1",116841.101435941,113763.8848791,97075.8820975569,98838.044777749,117823.11540322,116875.774567884,114184.242243037,93260.9724476924
"Q6ZQF0","Topbp1","DNA topoisomerase 2-binding protein 1",15280.2899112223,12913.8812778597,13216.5106840156,14662.1856601393,11513.1077709911,13668.4289426519,14378.7763967407,12467.6057251526
"Q6ZQH8","Nup188","Nucleoporin NUP188 homolog",79633.7328880804,77661.410882997,87729.3231595998,73910.5499389928,82387.9248617091,69835.5685197245,74302.7485933136,78536.5326761204
"Q6ZQI3","Mlec","Malectin",139535.592085944,146558.578597374,135055.040438674,147569.768265886,141719.321462184,153627.523375755,140175.99115575,147089.853756618
"Q6ZQK5","Acap2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",389692.136003428,351828.104501422,309367.335952708,366187.838541804,341111.797950508,355248.07400352,331043.679995415,337065.707439361
"Q6ZQL4","Wdr43","WD repeat-containing protein 43",184408.262073705,163155.47117909,172550.968136991,187849.818344417,166860.601401989,184627.245499832,179117.838239735,172962.789136603
"Q6ZQM8","Ugt1a6;Ugt1a9;Ugt1a2;Ugt1a1;Ugt2b17;Ugt1a7c","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-9;UDP-glucuronosyltransferase 1-2;UDP-glucuronosyltransferase 1-1;UDP-glucuronosyltransferase 2B17;UDP-glucuronosyltransferase 1-7C",1011196.15989307,1021136.06789656,1059343.12887615,1132919.17951065,1173001.65116179,1136634.49640242,1157372.13753832,1179894.96991686
"Q6ZWM4","Lsm8","U6 snRNA-associated Sm-like protein LSm8",57710.423082668,71201.233526342,64632.3240842845,55304.8128142766,52462.9006464858,56100.384758619,45195.6272594519,51146.2668618458
"Q6ZWN5","Rps9","40S ribosomal protein S9",2881582.91115928,2553913.0327393,2487185.47201668,2829859.24719079,2333140.96905697,2919269.15752099,3010758.29270573,2745761.70356281
"Q6ZWQ0","Syne2;Syne1","Nesprin-2;Nesprin-1",2775854.44994596,2674101.61556922,2579409.3055694,2587956.51503398,2564269.13462252,2542617.63498352,2453793.76116531,2350285.16844168
"Q6ZWQ7","Spcs3","",334421.576280443,336755.581479136,371156.866192516,339546.983866171,350332.848055394,355026.233256307,329247.034401156,382325.551801644
"Q6ZWR6","Syne1","Nesprin-1",513282.137355628,476375.446453097,496902.692437078,476758.246367833,483708.554857317,495521.827757658,488738.474399125,458858.243096975
"Q6ZWV3","Rpl10","60S ribosomal protein L10",1384799.85160677,1243910.37533015,1245130.33967422,1138081.76087726,1251145.52882387,1189703.9692901,1097051.11862465,1150197.46636944
"Q6ZWV7","Rpl35","60S ribosomal protein L35",837448.593911317,738239.085523343,692515.941103926,691913.60782342,680423.058203862,708005.858998145,778489.295816881,661737.235480522
"Q6ZWX6","Eif2s1","Eukaryotic translation initiation factor 2 subunit 1",1080984.10897198,1102236.35649935,1071937.17984385,1037588.72878241,1042742.54065791,1030509.11431475,1051162.89506794,1056010.46077597
"Q6ZWY3","Rps27l;Rps27","40S ribosomal protein S27-like;40S ribosomal protein S27",730700.719548466,830803.714193769,802977.292741511,791772.87549017,777499.068778513,757299.582108836,805870.892227703,817304.958579508
"Q6ZWY8","Tmsb10","Thymosin beta-10",808200.792689697,690427.162710587,566305.713754798,685956.09581757,546540.219436913,585973.593790732,548137.895997722,499206.727612341
"Q6ZWY9","Hist1h2bc;Hist1h2bh;Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist2h2bb;Hist1h2bp;Hist1h2bk","Histone H2B type 1-C/E/G;Histone H2B type 1-H;Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 2-B;Histone H2B type 1-P;Histone H2B type 1-K",17205819.5739401,16844141.5999546,14379635.0284137,14300429.6505012,16119718.5538609,16629005.5969028,13878001.8595669,14021194.3155581
"Q6ZWZ2","Ube2r2","Ubiquitin-conjugating enzyme E2 R2",82006.4256498589,72459.9432540177,71418.4004343875,77426.5266456836,73507.0546492808,68086.8759082477,78878.5372189391,74431.3241646371
"Q70FJ1","Akap9","A-kinase anchor protein 9",160076.557721061,157990.83158833,158006.888819408,163634.010113407,155976.650195305,153029.191530293,148748.189300363,145872.422694589
"Q711T7","Nadsyn1","Glutamine-dependent NAD(+) synthetase",11085.8406764428,9127.44024413109,9227.89330200231,11685.3648760701,11482.8982147086,11673.2803777649,11525.3940927394,12214.7156102587
"Q71B07","Dpy19l3","Probable C-mannosyltransferase DPY19L3",88819.9341014154,67696.0549636577,76443.7679329375,82697.4309003868,84452.9896069028,75037.3795018569,103068.396871296,82163.649656527
"Q71FD7","Fblim1","Filamin-binding LIM protein 1",99799.6719677364,85706.3142853802,68611.0044994316,79504.3197884975,81328.6990707124,80843.5292501407,63509.2598947334,78354.1974675716
"Q71LX4","Tln2","Talin-2",443398.602919253,432968.945442635,411993.2979584,466505.861686574,448177.302397223,474894.639504091,477482.604743767,466467.651276736
"Q71RI9","Ccbl2","Kynurenine--oxoglutarate transaminase 3",61216.2158807287,56598.574027165,52551.9534649922,50517.8021355863,49326.5142521027,48054.3525435002,49404.0740764528,46835.9466233555
"Q76I79","Ssh1","Protein phosphatase Slingshot homolog 1",15376.552915681,19435.03756653,19053.1199898112,18482.5248997154,19872.9705989736,19344.3105626637,20195.0140337842,20139.8364857659
"Q76LS9","Fam63a","Protein FAM63A",29792.3323538812,30195.8791114106,34919.3127489485,29611.8105617422,34429.7814330212,32701.7572706384,31697.5015851529,27190.3021342131
"Q76MZ3","Ppp2r1a","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",975593.060264553,1052431.31063225,1037743.50903043,1043840.48291641,969163.830729282,983498.598459747,982015.958165883,959072.439394527
"Q76N33","Stambpl1","AMSH-like protease",13013.6071312102,13098.3326918154,8253.15797052068,14764.9299836715,16230.9738933667,11123.4394755407,11918.7610441502,15139.5651507652
"Q78HU3","Mvb12a","Multivesicular body subunit 12A",11510.7160587065,9853.52317229532,13572.0715821092,11717.947642518,11292.0467208353,9925.6007377366,12368.6123987805,11120.6018082299
"Q78HU7","Gypc","Glycophorin-C",29972.4193631868,44693.677255567,40137.2343299372,47109.743500797,35242.1898191034,37111.2219857854,37046.9609454287,44485.4837549985
"Q78IK2","Usmg5","Up-regulated during skeletal muscle growth protein 5",11647.359397726,12981.2091561821,13572.1729797303,15046.3266029939,14112.0924656664,15650.2062844193,10842.9815470038,14080.626251173
"Q78IK4","Apool","MICOS complex subunit Mic27",134286.241421398,122899.001953733,95181.5413211771,95230.4413823806,103410.21691185,108589.728897767,100643.063310258,105524.604759007
"Q78IS1","Tmed3","Transmembrane emp24 domain-containing protein 3",66580.209564086,58941.4597036418,47262.242368276,62979.5254740184,53295.7095098185,63640.9442209562,62262.5552816558,57925.1679063796
"Q78JE5","Fbxo22","F-box only protein 22",94436.3280828663,79789.2104421767,107819.538017859,81166.7616476259,87341.294849993,86062.9659354764,76767.9432161016,84318.4662308066
"Q78JW9","Ubfd1","Ubiquitin domain-containing protein UBFD1",502548.580287595,512517.44575219,508079.955004423,489602.076694608,483548.652254343,428067.552518973,499453.492094535,507982.404291956
"Q78PG9","Ccdc25","Coiled-coil domain-containing protein 25",62453.710685395,61202.3900274611,64045.6780077402,60616.8799639256,62351.4409558225,65018.9905794414,63388.103609652,59291.451361664
"Q78PY7","Snd1","Staphylococcal nuclease domain-containing protein 1",3351834.31588459,3299864.99874581,3293025.28043996,3324674.1222066,3289913.7493527,3451252.88243626,3256341.5489997,3367957.39550407
"Q78T54","Vma21","Vacuolar ATPase assembly integral membrane protein Vma21",45847.9246886705,60208.1367364873,59202.015046173,61935.8895911282,58137.4915525855,67299.7970927942,59589.2055136487,70508.7585139105
