"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"Q8CHD8","Rab11fip3","Rab11 family-interacting protein 3",0.753526093088858,6,6,24,1261.4445203368,1408.38717427598,1093.26915052896,1955.16345818285,1183.62313857983,662.878386157825,1373.38054668199,915.562715637178,1231.71363629768,1.04917655690605,0.309997803565889
"Q8CHG3","Gcc2","GRIP and coiled-coil domain-containing protein 2",0.833148558758315,6,18,24,445651.017981054,413932.522112879,429268.045631066,410522.813904771,416657.954664285,402854.89576109,405645.777526963,400427.910265224,415620.117230917,0.108808755498003,0.0365038425496093
"Q8CHH9","Sep-08","Septin-8",0.846614950634697,24,12,24,142809.369692738,127620.563935378,126089.361384796,144044.658511024,129742.908794444,143007.763693532,153619.177928416,139935.91441558,138358.714794489,0.198974214125301,0.0696038297053951
"Q8CHI8","Ep400","E1A-binding protein p400",0.750554323725055,6,12,24,39273.5420803982,32650.2863120732,34938.0713088491,38023.1998237387,35598.8757867071,37827.5953941364,33391.2057344571,30005.1147350273,35213.4863969234,0.263206750984495,0.0888060173394134
"Q8CHK3","Mboat7","Lysophospholipid acyltransferase 7",0.0807926829268293,18,18,24,71222.9269266678,63790.0006114303,74344.9385741173,67949.8783921542,65657.9001026063,67813.3736171635,82452.5096376272,77359.9680823744,71323.9369930176,0.261658425109426,0.0889878981528437
"Q8CHK4","Kat5","Histone acetyltransferase KAT5",0.750554323725055,6,12,24,2761.55074218113,1962.36386185949,1584.13503419717,1469.28529548626,1589.13957848984,1188.51940047827,1473.19419080752,1641.93983356297,1708.76599213283,0.920565688306711,0.278953786592791
"Q8CHP5","Wibg","Partner of Y14 and mago",0.473946784922395,12,12,24,360567.518009308,431646.704755507,378955.560025337,326589.805006419,383302.615560285,334379.747896648,380762.282043541,352493.645259665,368587.234819589,0.285025876711411,0.0900173048154466
"Q8CHP6","Phc3","Polyhomeotic-like protein 3",0.0736953455571227,12,12,24,25383.0783049094,30871.751418453,28592.3039885417,27684.293087212,29865.4218095016,31644.8228613151,31341.760237841,22117.1172259401,28437.5686167142,0.335039389752015,0.116290178922187
"Q8CHP8","Pgp","Phosphoglycolate phosphatase",0.833148558758315,12,6,24,89084.1236006338,100467.09574471,90233.0534989331,102274.73675275,107669.472052597,113086.916940351,91752.3814458646,94272.8815797703,98605.0827019512,0.243423489763396,0.0886839617572149
"Q8CHQ0","Fbxo4","F-box only protein 4",0.254573170731707,24,12,24,140138.697910407,118938.068637511,137917.900872363,135325.608945235,122381.88703255,120409.991432704,122392.134385713,128906.172559417,128301.307721987,0.165240944533746,0.0660180538227297
"Q8CHS8","Vps37a","Vacuolar protein sorting-associated protein 37A",0.442350332594235,6,18,24,39224.4358804381,33122.5877475716,37033.6559437945,35686.2255841806,39725.3945731563,35754.5493248627,36607.2381458383,31623.9191225562,36097.2507902998,0.224434694422135,0.0763899365058564
"Q8CHT0","Aldh4a1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.450332594235033,6,12,24,274000.528091318,231380.812483581,214576.530364378,248348.412992572,233727.571509025,243452.99955139,233445.806775335,221165.634519658,237512.287035907,0.2501933624931,0.0770748153190914
"Q8CHT3","Ints5","Integrator complex subunit 5",0.51410437235543,12,18,24,16712.1672919122,16384.7423333805,15529.6540547591,15766.4057414914,13411.9597782322,17447.1163368428,16797.4863795502,15370.9196111061,15927.5564409093,0.253344357848041,0.0776701504688415
"Q8CHU3","Epn2","Epsin-2",0.750554323725055,18,12,24,345329.464999752,332445.767338879,341293.188132011,337411.331628998,336422.783071981,355099.774983465,380144.449385525,336453.787197848,345575.068342307,0.138026977106457,0.0452298287239004
"Q8CHV6","Tada2a","Transcriptional adapter 2-alpha",0.914315937940762,6,12,24,31752.2174195866,33532.2918921921,35289.0287549454,27976.0766975353,36777.4267459453,29248.3653976916,27966.0167964447,33610.4191738937,32018.9803597793,0.275193333781767,0.104705569330698
"Q8CHW4","Eif2b5","Translation initiation factor eIF-2B subunit epsilon",0.110014104372355,24,18,24,44918.7128519959,46199.9958892211,41523.3398101571,44914.8498700827,47166.9694205276,44686.2224773702,43870.1664613644,52201.4011291337,45685.2072387316,0.233731265859812,0.068080160661042
"Q8CHY3","Dym","Dymeclin",0.920310296191819,12,6,24,76459.5601065368,59159.5958049493,55660.7031298102,58629.2226013852,51997.661444056,68399.7827886771,54733.2027313354,64835.5492494962,61234.4097320308,0.399479618886326,0.133223817355724
"Q8CHY6","Gatad2a","Transcriptional repressor p66 alpha",0.416574279379157,6,12,24,94299.9725117483,79366.1652110349,65360.2981650958,86985.6981604164,79168.3031446377,80497.3563873439,76683.0050247457,67675.2816791504,78754.5100355216,0.36746688327563,0.119447178037948
"Q8CI04","Cog3","Conserved oligomeric Golgi complex subunit 3",0.416574279379157,6,6,24,276537.062900222,251604.592513725,284545.249010126,285096.244349017,297638.062843853,268579.04725043,289481.462569831,272489.303899653,278246.378167107,0.16544139993255,0.0513347219180804
"Q8CI08","Slain2","SLAIN motif-containing protein 2",0.914315937940762,6,12,24,164640.556638339,167380.840183823,162541.501971673,170463.851639156,176401.284774542,172073.257355633,169971.780637007,169902.777726092,169171.981365783,0.0819271766575899,0.0255938756454604
"Q8CI11","Gnl3","Guanine nucleotide-binding protein-like 3",0.562915742793792,12,12,24,148671.665987411,138787.447569248,118674.508246588,131277.545788885,117467.031219606,136646.910780071,134455.970191878,133860.60371544,132480.210437391,0.23554185689154,0.0777435005720935
"Q8CI12","Smtnl2","Smoothelin-like protein 2",0.750554323725055,6,12,24,50764.2072143573,38035.2716864336,30324.1753566584,31596.1997740722,28596.6892209512,27300.8973988835,21973.9047586278,26343.7458088079,31866.886402349,0.90345514438484,0.280056266026424
"Q8CI19","Pdgfc","Platelet-derived growth factor C;Platelet-derived growth factor C, latent form;Platelet-derived growth factor C, receptor-binding form",1,6,18,24,6250.50447658826,4855.69903352693,5517.45015367119,6903.20211808464,7392.05662193396,9988.60756183082,7407.27632381857,7093.94716049707,6926.09293124393,0.74109726497447,0.222229549529356
"Q8CI32","Bag5","BAG family molecular chaperone regulator 5",0.930570953436807,18,18,24,135483.82003328,122284.959254518,136683.486233285,131582.145287345,142371.001941534,146854.624066204,163898.695355357,158003.918382611,142145.331319267,0.292754856699247,0.0968677392538849
"Q8CI33","Cwf19l1","CWF19-like protein 1",0.739421720733427,6,12,24,75980.0088229942,66469.9406433301,52937.6700155962,71177.5469836095,59540.5079399782,64251.7660043777,59818.2709273561,51199.480438739,62671.8989719976,0.395400949879106,0.136288189659577
"Q8CI51","Pdlim5","PDZ and LIM domain protein 5",0.442350332594235,6,18,24,1643664.22437416,1540101.75042174,1608633.5816104,1526941.76453213,1553051.61566089,1472732.04128137,1394689.50858246,1386215.98545747,1515753.80899008,0.169848320610999,0.0612751579926941
"Q8CI61","Bag4","BAG family molecular chaperone regulator 4",0.0736953455571227,18,12,24,6281.32349055189,6797.00348198203,10941.8172911872,10371.1932960068,6064.09129496979,8344.96008955941,7313.35030478432,7087.3839133952,7900.14039530458,0.617422697844265,0.233251048414798
"Q8CI70","Lrrc20","Leucine-rich repeat-containing protein 20",0.822028465187845,6,6,24,73812.4667264555,72245.3032228173,74250.1317984037,57349.025960518,66961.1922859931,55262.2521821631,55712.8483500383,68822.0040087301,65551.9030668899,0.289661760038685,0.12518051188624
"Q8CI71","Ccdc132","Coiled-coil domain-containing protein 132",0.00831485587583148,24,6,24,137384.851921717,141251.616793563,143675.055002277,150479.162470539,141249.276584751,147075.755733403,147365.324157635,160810.21927234,146161.407742028,0.1602705372951,0.0495368370890642
"Q8CI75","Dis3l2","DIS3-like exonuclease 2",0.258110014104372,6,6,24,82733.1788435977,71594.6399672885,72057.2054472175,79322.8436529485,76442.3850127083,77024.4242951563,74500.5359987237,76329.333185909,76250.5683004437,0.146078109640061,0.0481683568274994
"Q8CI78","Rmnd1","Required for meiotic nuclear division protein 1 homolog",0.473946784922395,6,12,24,47811.2444035225,47397.1664837368,46380.2858600863,41550.9260734819,46556.5885166987,46446.7668547939,43220.6878184831,51559.4335219821,46365.3874415982,0.215861615760397,0.0648290065041383
"Q8CI94","Pygb;Pygm","Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",0.473946784922395,18,12,24,1486893.8692044,1601674.6201396,1675876.86401831,1608658.67138088,1641479.9989006,1695564.48754218,1791872.29421084,1725138.73289908,1653394.94228699,0.184455883592212,0.0555959949469746
"Q8CIB5","Fermt2","Fermitin family homolog 2",0.442350332594235,12,18,24,654244.510545556,673027.968722736,669118.257523048,696085.209032435,641011.657322698,716800.466983961,662811.077906347,624825.646585419,667240.599327775,0.137843561214956,0.0438803463443847
"Q8CIB6","Tmem230","Transmembrane protein 230",0.51410437235543,18,18,24,3958.57238393129,5013.38528167804,6693.3583653837,4742.27355300082,6106.04423596536,4194.20828234917,5904.09204270237,5330.79235702145,5242.84081275403,0.521622929080665,0.181612070501235
"Q8CIC2","Nupl2","Nucleoporin-like protein 2",0.914315937940762,6,12,24,8515.88765962595,7890.12190090852,7661.60424911594,7270.89370066584,7113.60257299003,7380.50997348052,6153.304173519,8276.25459545725,7532.77235322038,0.313640632601476,0.0982473718011663
"Q8CID0","Csrp2bp","Cysteine-rich protein 2-binding protein",0.212860310421286,6,6,24,5221.78064301902,3292.01165301265,5109.62892167086,4106.61340030002,5452.07697745455,3559.48037274406,4452.88445184508,4107.56717841055,4412.7554498071,0.489504879436799,0.179522891489273
"Q8CIE2","Zmiz2","Zinc finger MIZ domain-containing protein 2",0.613540197461213,6,6,24,6290.88481114905,4883.08664504791,5580.21528112225,5127.83628930039,5076.90764445322,4439.44867002137,4279.65948236272,5299.61693328757,5122.20696959306,0.392648196514815,0.124403755681879
"Q8CIE4","Parp10","",0.405487804878049,24,6,24,79186.6715288971,92024.6570114614,104035.581594242,92301.4481500306,90099.1849056032,84930.1599646634,88185.4925761144,96001.8459678746,90845.6302123608,0.273528952435665,0.0813833568878907
"Q8CIE6","Copa","Coatomer subunit alpha;Xenin;Proxenin",0.51410437235543,24,6,24,4230786.81092089,4101976.18547058,4296246.11379584,4391581.09082506,4086305.36225418,4384731.30531105,4323264.6596979,4250975.86069383,4258233.42362117,0.0716906985130177,0.0272481265590061
"Q8CIF4","Btd","Biotinidase",0.739421720733427,6,12,24,46772.030965803,45872.4857014493,47361.0036512119,49413.2463530042,48673.922499854,46631.7354412828,44761.4057095562,45519.9130286947,46875.717918857,0.0992377471743568,0.0335307177625325
"Q8CIF6","Sidt2","SID1 transmembrane family member 2",0.846614950634697,24,12,24,15864.6444079123,14969.1970333661,15582.1780224807,15344.5082838196,16369.8140567024,16399.6025619901,17672.626652883,18072.618750149,16284.3987211629,0.190576377422505,0.0673813605895938
"Q8CIG3","Kdm1b","Lysine-specific histone demethylase 1B",0.886212457165894,18,6,24,17513.554483322,13798.6878637023,21363.768979076,13702.9885101769,14096.1881745103,16501.2035982707,15672.0300456961,16025.7060602535,16084.265964376,0.476290337766515,0.157828805483542
"Q8CIG8","Prmt5","Protein arginine N-methyltransferase 5",0.846614950634697,18,12,24,140858.953119274,130656.957880862,116779.336009715,137820.362762925,110556.057912859,131779.380375931,140890.224475221,114163.888959787,127938.145187072,0.237100252766735,0.0966772695728516
"Q8CIG9","Fbxl8","F-box/LRR-repeat protein 8",0.220028208744711,6,12,24,76883.6000336026,63098.670902431,57119.5107043474,66161.5781924467,60773.1334891471,63094.8513130914,58645.8055869139,60661.1189912354,63304.7836516519,0.312205305652908,0.0973756461260804
"Q8CII2","Cdc123","Cell division cycle protein 123 homolog",0.914315937940762,6,12,24,11691.7313515652,8858.85491751054,10455.1087099834,9760.61199990525,10152.9555974926,12323.810641966,8601.45228178487,10380.1854945502,10278.0888743448,0.36216444571447,0.123802172755186
"Q8CIL4","","Uncharacterized protein C1orf131 homolog",0.961650876839347,6,18,24,1978.63639347846,1408.90587903964,1970.05438004332,1927.51747453013,2864.14791436125,2143.65017923133,2336.927190526,1420.12259166698,2006.24525035964,0.725356002742309,0.236271241874312
"Q8CIM1","Lrrc45","Leucine-rich repeat-containing protein 45",0.886212457165894,12,18,24,45551.8022352248,42950.5180268281,36711.7184968524,48619.4116795475,36465.9605467097,50610.0795079651,46270.7535981898,39439.9875454365,43327.5289545942,0.32644647185114,0.123600416277251
"Q8CIM8","Ints4","Integrator complex subunit 4",0.416574279379157,12,12,24,79646.6360294688,70419.8774185627,65954.8938151331,62206.3265526453,63033.6920618488,67430.9768953698,64659.3706586571,65946.0711692797,67412.2305751207,0.258711354423867,0.0825645643176104
"Q8CIN4","Pak2;Pak1;Pak3","Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34;Serine/threonine-protein kinase PAK 1;Serine/threonine-protein kinase PAK 3",0.930570953436807,12,6,24,1258933.5133256,1279755.03231052,1268781.63898495,1273255.82046425,1271205.1470257,1265959.75085017,1244009.18471543,1203614.91412567,1258189.37522529,0.0605156264105447,0.0195009387965135
"Q8CIT9-3","Sbsn","Suprabasin",0.917960088691796,6,12,24,76509.1304482734,64068.3375876076,58347.2331004339,72284.3736862774,60035.6901943521,59654.9015712656,61629.6355843438,57471.4834504629,63750.0982028771,0.298629296808696,0.109226617006599
"Q8CIV8","Tbce","Tubulin-specific chaperone E",0.750554323725055,12,12,24,150536.401988921,166857.882041106,171324.361114737,175308.514067328,157865.478200661,180772.352263574,148965.001094349,146011.696849105,162205.210952473,0.214300485233203,0.0811809621519957
"Q8CJ12","Gpr64","G-protein coupled receptor 64",0.923579946146942,24,18,24,60405.2673687218,57311.6893362379,53941.506464329,61187.4733193866,62632.8179555735,68924.6032961243,63645.227236685,80045.9769588144,63511.8202419841,0.411017514456769,0.126038492823976
"Q8CJ19","Mical2;Mical3","Protein-methionine sulfoxide oxidase MICAL2;Protein-methionine sulfoxide oxidase MICAL3",0.0736953455571227,6,12,24,670541.261664611,658495.697459987,618725.951710002,632521.247463998,643700.049924413,622932.26227638,603784.140588915,618003.653721632,633588.033101242,0.105363607877721,0.0355678355545383
"Q8CJ26","Nradd","Death domain-containing membrane protein NRADD",0.881513303769401,12,6,24,259549.009736323,251154.460519825,209071.247925237,244423.7694061,208945.50502958,229421.015155886,239793.58656515,211998.72678233,231794.665140054,0.218311774674226,0.0863530860082206
"Q8CJ40","Crocc","Rootletin",0.416574279379157,6,12,24,1675158.03550106,1529315.51309164,1287639.77134942,1553685.02783007,1494779.59099895,1517306.93819655,1412835.08631904,1323386.9028876,1474263.35827179,0.262855521693159,0.0863098923002289
"Q8CJ53","Trip10","Cdc42-interacting protein 4",0.0315964523281596,6,18,24,424067.05151132,370864.631572131,348687.08238194,347407.418294665,374732.730119901,389852.141005794,371800.783088596,341350.800196804,371095.329771394,0.222897580967865,0.0728757331956988
"Q8CJ69","Bmper","BMP-binding endothelial regulator protein",0.51410437235543,24,6,24,196622.886267908,201266.919847114,204524.659713922,247733.052890725,210021.133732753,242114.236225676,247823.276855258,226805.924997827,222114.011316398,0.23051400622546,0.0974470434502165
"Q8CJ96","Rassf8","Ras association domain-containing protein 8",0.833148558758315,24,18,24,2677.07693884707,3810.40519380943,2715.22549739051,3508.57153249811,3078.03913812553,2564.43851892167,2491.47734917198,3246.756300706,3011.49880868379,0.437963927076532,0.159498115014969
"Q8CJF7","Ahctf1","Protein ELYS",0.442350332594235,6,18,24,159594.592900281,125280.188789958,107754.917313942,123437.628629687,127325.327585004,129988.852043632,152599.92883156,106088.777377854,129008.77668399,0.414745545983207,0.147009109133891
"Q8CJF9","Ago3","Protein argonaute-3",0.562915742793792,6,12,24,34455.1934695658,29474.7757489774,32049.861469889,33258.0195985685,33309.1736750762,36203.9034593996,33055.0591394021,31135.6340483243,32867.7025761504,0.204733741119619,0.0621547155161011
"Q8CJG0","Ago2;Ago1","Protein argonaute-2;Protein argonaute-1",0.0734478935698448,24,6,24,221913.052671986,214033.976554573,240871.265656775,258209.834097154,216875.986384004,222438.197773071,245278.461302525,244157.099320451,232972.234220067,0.18961855128561,0.069343133982095
