"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"Q6AW69","Cgnl1","Cingulin-like protein 1",0.930570953436807,12,18,24,7609.44330927035,10121.0492860563,10733.7658971762,9943.09973693793,9902.46944594686,9517.94520119329,7885.41612700464,8833.21147846576,1.1214648429195,0.873571991158117
"Q6DFW4","Nop58","Nucleolar protein 58",0.416574279379157,6,12,24,19714.2805523331,11609.2081169432,9189.76209703471,12520.2452976046,15811.0295178067,16418.9440105689,14834.4327786487,12474.9894003436,1.47873051538129,0.38522928024854
"Q6DIC0","Smarca2;Smarca4","Probable global transcription activator SNF2L2;Transcription activator BRG1",0.739421720733427,6,18,24,23575.3207173579,20315.0157394328,16806.8475110662,22509.9687487869,21936.3523066722,23849.4881897969,23521.0477902272,17059.955701121,1.15015819859964,0.76458653861394
"Q6EDY6","Lrrc16a","Leucine-rich repeat-containing protein 16A",0.080394922425952,12,12,24,2839.46161337896,3506.92866987628,2832.83957078738,2097.07935043903,2980.53067671837,3333.4020394422,3742.93611112806,2659.71738164688,1.43801198465735,0.150615509313545
"Q6IR34","Gpsm1","G-protein-signaling modulator 1",0.00762195121951219,6,18,24,14033.8629704073,11524.4693715641,8988.32993793809,11437.6268482023,12625.4319541368,12389.1341214431,11463.1376669066,8829.51913596463,1.31539462662236,0.247498326569404
"Q6IRU2","Tpm4","Tropomyosin alpha-4 chain",0.963137472283814,12,18,24,392584.848071211,384980.674145672,378322.186981236,453910.50409472,367309.708748739,477966.840816793,461010.150255758,417028.546837976,1.14613145089162,0.640352622812303
"Q6IRU5-2","Cltb","Clathrin light chain B",0.812361419068736,6,18,24,167657.310116985,154273.685985516,154795.405702498,154340.298797643,159604.762351668,166672.127002205,171472.532040688,163897.95537166,1.02835554236842,0.940685875937775
"Q6J9G1","Styk1","Tyrosine-protein kinase STYK1",0.710920177383592,18,12,24,18814.8655356618,18361.1076561657,18693.0693879525,20443.3133474734,17989.0529812459,20459.8915652174,22259.9098965344,19867.8796081604,1.11273421240929,0.568305079177399
"Q6KAQ7","Zzz3","ZZ-type zinc finger-containing protein 3",0.00762195121951219,6,18,24,14683.9074684376,11481.5769201993,8853.62927240804,8614.62021814121,11599.6643404884,9756.18999187452,8324.06081361003,8127.97406075004,1.56986255362252,0.0386646787059871
"Q6KAU8","Atg16l2","Autophagy-related protein 16-2",0.0881374722838137,24,6,24,2912.87181100135,3316.42341637575,3247.35869388482,3258.81982337889,2786.98634826478,2989.95693532374,3140.8207848817,3508.13563635083,1.18721471142731,0.0991059526642291
"Q6KCD5","Nipbl","Nipped-B-like protein",0.220028208744711,18,12,24,1144.11567541255,1220.56224223834,1954.19104884979,1282.448478886,1255.00588271204,1892.32987291025,1447.80282341648,1503.70648358495,1.41801646554568,0.462946305367161
"Q6NS46","Pdcd11","Protein RRP5 homolog",0.828159645232816,6,18,24,67326.3041451337,42792.0202591192,36524.9208913906,41542.5196241468,41093.082306225,44252.9826668674,46987.9419154414,31746.9659548495,1.47933070610104,0.482393006984747
"Q6NSQ7","Ltv1","Protein LTV1 homolog",0.822028465187845,24,6,24,47799.7519607663,51689.5885239297,46178.8123872654,50516.5968256252,53514.0538238575,57804.4840628623,61149.5842457082,62947.260089393,1.11992493062815,0.87543937083034
"Q6NV83","U2surp","U2 snRNP-associated SURP motif-containing protein",0.764966740576497,6,12,24,5593.37139339645,4766.29288823946,4135.08352406639,4411.76896037015,2507.23942052233,3700.03373814885,3886.03028698447,4385.37467557749,1.0967483872162,0.952267949162714
"Q6NVE8","Wdr44","WD repeat-containing protein 44",0.220028208744711,6,12,24,6658.00605331707,5336.86710712572,3606.6979884535,6358.30903007111,6028.4639888606,4065.24791578897,4504.11635511601,3701.36822724327,1.5641425761688,0.380284444053133
"Q6NWW9","Fndc3b","Fibronectin type III domain-containing protein 3B",0.917960088691796,18,18,24,3233.41099451284,3647.42760202961,3263.86107251025,4215.79131405498,3194.00123415331,3132.01279649067,3849.3159378231,3175.82481124919,1.15001432339094,0.765514412943678
"Q6NXH3","Gpbp1","Vasculin",0.212860310421286,12,18,24,3050.07229485286,4056.99820469549,3334.51188100036,3684.95266924766,3260.364240239,4351.48591972261,4548.54071760126,3915.93435258668,1.33247265504679,0.234240138978168
"Q6NXJ0","Wwc2","Protein WWC2",0.963137472283814,18,18,24,6457.29547483042,7274.35051999216,7600.99559487171,6870.67599148077,7940.42897750977,5722.43129406339,7381.60347063784,6690.8323072549,1.15279299751777,0.617669051049478
"Q6NZF1","Zc3h11a","Zinc finger CCCH domain-containing protein 11A",0.080394922425952,12,12,24,2675.92311969346,3432.33765079562,3222.8114056795,1718.45923031501,3816.046121484,3767.77099482787,2991.20981204915,2562.4856957838,1.68189705074877,0.163651506541306
"Q6NZJ6","Eif4g1","Eukaryotic translation initiation factor 4 gamma 1",0.212860310421286,6,18,24,602855.470347221,483934.113907554,477782.229236418,465112.740453422,480541.024749903,462554.134260449,457234.721945622,447533.654931612,1.18709338093649,0.333486490421072
"Q6NZN0","Rbm26","RNA-binding protein 26",0.917960088691796,6,18,24,11621.4133462517,11633.2697360015,8816.29264076801,9474.68945527133,9350.59953894177,8770.40534160998,8867.70853881691,6173.80179202731,1.34019392373139,0.468470447817916
"Q6P069","Sri","Sorcin",0.421808885754584,6,18,24,62083.9194217944,68728.3532892405,59091.9236616621,54846.0828326785,56004.8324465257,52162.7502180862,40538.148626519,45507.0956757251,1.2133997369554,0.60428419236438
"Q6P1B1","Xpnpep1","Xaa-Pro aminopeptidase 1",0.0193935119887165,6,12,24,7719.27841410995,6465.14780948882,6070.29683749694,6992.86568326095,7352.69185833827,6650.6038381241,5040.23763874482,7659.76451859294,1.35654772546518,0.047490383753651
"Q6P1F6","Ppp2r2a;Ppp2r2c","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform",0.881513303769401,6,18,24,79232.1119592736,73241.3714829579,61366.1577159788,70030.6955970468,63039.4843631661,72318.4822630289,78144.748258376,64843.9959192093,1.0792228854028,0.927866156326153
"Q6P1G0","Heatr6","HEAT repeat-containing protein 6",0.0736953455571227,6,12,24,3666.40040440775,2911.03744311131,2839.54366210396,2876.24854103078,2950.12151857727,3565.97674585733,2241.0438728096,3221.67139730488,1.30231432438012,0.346217282735184
"Q6P2L6","Whsc1l1","Histone-lysine N-methyltransferase NSD3",0.442350332594235,6,18,24,51728.038108346,45649.0759829519,43895.2957449719,44985.9575024466,55755.321405368,49525.1485192991,62424.4900203365,43560.4106570741,1.21386525215893,0.50564840329402
"Q6P3B9","Rbfa","Putative ribosome-binding factor A, mitochondrial",0.881513303769401,12,18,24,10453.9483713409,10475.1735491531,7890.09664041591,10898.2932046132,9707.53894504239,10589.8948820017,10476.4395331949,9792.19487806465,1.14692657516017,0.597416805094096
"Q6P4S6","Sik3","Serine/threonine-protein kinase SIK3",0.923579946146942,24,6,24,17603.5038776944,17931.1369851678,19131.4138201904,19587.8867259566,15753.849904208,17410.19624209,16217.6458833031,16454.5140960053,1.08049340656981,0.862507286260195
"Q6P4T2","Snrnp200","U5 small nuclear ribonucleoprotein 200 kDa helicase",0.110014104372355,6,18,24,257876.201462148,241597.988332931,240833.650862155,243467.455319025,258140.571114868,245469.28804829,241649.348672319,212254.411242493,1.13230637026577,0.224514669167124
"Q6P549","Inppl1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",0.220028208744711,18,12,24,125669.665787314,129026.770649281,139249.133638682,135738.227046599,132023.396010358,158548.71877596,146817.928720104,139162.337566178,1.11596132010349,0.552253911158245
"Q6P5B0","Rrp12","RRP12-like protein",0.442350332594235,6,18,24,50959.9395520527,35664.1317681774,35454.6384976652,37584.3440871029,39149.6685300965,45799.903156467,40197.1641086828,34370.170171763,1.25231347901214,0.511327291535639
"Q6P5D8","Smchd1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1",0.828159645232816,6,18,24,66837.836799631,59490.7838855631,55398.4850455587,59156.8008191674,56869.4575127597,51801.2823461219,54662.1587488953,48470.2005328814,1.14940760922757,0.590530604844285
"Q6P5E4","Uggt1","UDP-glucose:glycoprotein glucosyltransferase 1",0.87672778561354,24,6,24,15285.3854235116,15077.2197333861,13583.5204060547,19582.9477731765,13331.5135463019,17887.0908294715,17703.6591656092,16812.4661884759,1.27181544024194,0.431016601556135
"Q6P5F6","Slc39a10","Zinc transporter ZIP10",0.920310296191819,6,18,24,23152.2314104503,21380.3177693042,19204.6431253408,19599.7402126289,18884.0005698428,18374.1105673281,16279.1424181484,15950.919604879,1.1846602986813,0.536154584612204
"Q6P6J9","Txndc15","Thioredoxin domain-containing protein 15",0.212860310421286,6,18,24,5481.20135860703,4061.60129703707,2802.10389059752,2883.36063303416,4615.60771830503,4684.80587336587,4615.81976243946,2190.78988400344,1.98985210293028,0.112502599075923
"Q6P6L0","Filip1l","Filamin A-interacting protein 1-like",0.917960088691796,12,12,24,78321.9562648332,76108.5749330891,82028.3734334104,77546.3000425556,75894.414493701,82524.8364450304,74158.9467275455,75317.9408140796,1.03774048455776,0.883072045424082
"Q6P8I4","Pcnp","PEST proteolytic signal-containing nuclear protein",0.0881374722838137,12,18,24,14498.9810164117,16733.2868190058,18355.8020247954,15895.5256275388,15065.9618254607,15955.2121188051,15297.0335780819,15276.0414477281,1.13826824502482,0.39684169210562
"Q6P8M1","Tatdn1","Putative deoxyribonuclease TATDN1",0.828159645232816,6,18,24,23905.9467982527,20544.4380463667,17399.6954631847,20408.7406780126,20218.1915538112,15428.7042940952,18144.2313555456,13094.4824199775,1.31701174609409,0.543264070301478
"Q6P8X1","Snx6","Sorting nexin-6;Sorting nexin-6, N-terminally processed",0.822028465187845,12,18,24,59682.677461398,62540.332561862,61489.9255556695,67397.9374280759,66784.9223254336,67035.5837510935,64061.9499929333,60498.0062303105,1.03205082159681,0.957072693211183
"Q6P9J9","Ano6","Anoctamin-6",0.442350332594235,24,18,24,58843.9706234221,64393.9141552296,59377.0022524164,64930.2390610167,60212.8188284949,57440.8899092983,53279.9552888429,60314.0044956709,1.11173110201222,0.458520574933394
"Q6P9R4","Arhgef18","Rho guanine nucleotide exchange factor 18",0.920310296191819,6,18,24,24840.1055725773,23442.1892911284,22672.8242732071,21887.2655822694,19526.7514081585,19600.570044388,18684.1158599634,15756.1485379444,1.17860874252932,0.773178242772287
"Q6PAC3","Dcaf13","DDB1- and CUL4-associated factor 13",0.914315937940762,18,12,24,62340.7617162748,72149.2878249172,74560.8408256718,71060.664809813,62738.1651266568,62472.1784319252,62058.2643874519,63543.1631430475,1.09226317063532,0.79256039305826
"Q6PAL7","Ahdc1","AT-hook DNA-binding motif-containing protein 1",0.0886917960088692,6,18,24,19876.7916768407,17716.674728344,14449.8952838896,16711.4406268146,17259.5797289723,17536.7606230299,15375.9694287788,12599.0931344093,1.26699744563991,0.223364498438782
"Q6PAM1","Txlna","Alpha-taxilin",0.917960088691796,6,12,24,50494.8215060483,49185.6109058434,41384.7682567124,41396.622959022,39670.869371626,38143.4668701375,36414.7233578571,39789.1956175178,1.15894961530557,0.722236619086913
"Q6PB44","Ptpn23","Tyrosine-protein phosphatase non-receptor type 23",0.710920177383592,6,12,24,100547.369920721,87268.8350846989,80724.9846276142,98603.2288834312,91009.152262277,87289.9347616645,92395.1475277404,85873.0351919193,1.1064947779216,0.56798613116561
"Q6PB66","Lrpprc","Leucine-rich PPR motif-containing protein, mitochondrial",0.662527716186253,6,12,24,89622.2700443854,80251.6718877192,72718.7628116085,94095.2491229043,84292.6269231127,86408.2366582849,80768.4474353199,73007.6626241369,1.13309048153071,0.691180625237538
"Q6PB93","Galnt2","Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form",0.753526093088858,6,18,24,10622.0633277281,10553.6353504301,12910.0170784044,10930.890292962,11262.6511633691,12299.0202822139,9761.42758327739,10587.7921219886,1.06199139854244,0.955996595166604
"Q6PCM1","Kdm3a","Lysine-specific demethylase 3A",0.442350332594235,24,6,24,23222.4661033409,25789.1386909257,27783.404653769,28953.5241038429,23538.247845216,24319.3964233505,21701.576431663,27423.232886027,1.20564363178655,0.346487633330857
"Q6PD10","Ip6k1","Inositol hexakisphosphate kinase 1",0.314174894217207,12,18,24,16210.9516556209,16356.6701728762,15378.1540815699,16185.9360510098,14655.3082368886,17130.7420889747,17869.7915955644,14938.6023691527,1.08491966239089,0.597462988079321
"Q6PDI5","Ecm29","Proteasome-associated protein ECM29 homolog",0.739421720733427,6,12,24,12819.6993965001,10468.896605051,9339.62432292686,8093.95581606094,9389.58563912266,10170.7136523288,9412.64126624444,11860.6246341834,1.18435209495154,0.824259879431501
"Q6PDL0","Dync1li2","Cytoplasmic dynein 1 light intermediate chain 2",0.739421720733427,6,12,24,34356.8130620598,35437.9525490296,35426.2750344028,35886.8260165756,37173.1598867034,35594.2577349988,34127.3643335805,33248.3134418365,1.03463988803829,0.812901571550187
"Q6PDM2","Srsf1","Serine/arginine-rich splicing factor 1",0.822028465187845,24,6,24,3566.65219695137,3963.26250610324,4336.10312369737,4391.61803302725,2978.62468959842,3409.64442252039,2722.64434793378,3401.26283395703,1.19061133731382,0.847447100736428
"Q6PDN3","Mylk","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",0.562915742793792,6,12,24,86501.1971996184,91243.8563994202,82292.5868291901,79903.662204507,89145.3654298735,71255.2300864787,75824.9153922661,78539.0993860371,1.11086097466607,0.660636650184466
"Q6PDQ2","Chd4","Chromodomain-helicase-DNA-binding protein 4",0.473946784922395,12,12,24,58061.6756930339,52239.3442115438,44329.6177224199,51230.0779442413,52955.1664188199,58112.5923918224,60376.8389817344,44232.8887915992,1.16293098683024,0.654200539866308
"Q6PDY0","Ccdc85b","Coiled-coil domain-containing protein 85B",0.51410437235543,6,18,24,46289.5192692217,37905.4192755883,36970.4851142771,30686.7014134427,32199.0533182905,30249.899559679,25796.4195795027,28435.1398614754,1.32757320974728,0.597625356690578
"Q6PFD9","Nup98","Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96",0.0440687361419069,6,12,24,6411.6616038911,5145.25292683381,4118.64302936081,5301.71886182,5711.14312412158,3642.18875348409,4202.1408332638,5035.65772906807,1.45693061232681,0.128340813588419
"Q6PFX9","Tnks","Tankyrase-1",0.920310296191819,6,18,24,2061.64974849441,1916.35103438917,2217.61026765817,1173.79151772336,2519.36842946749,2379.41036166976,1413.96137207699,2244.63654547825,1.34009494810648,0.666441986478868
"Q6PGH2","Hn1l","Hematological and neurological expressed 1-like protein",0.405487804878049,6,6,24,28762.6010938814,26282.6111130904,23499.3871626082,30151.3189320776,28359.3556293635,21027.9125068756,28270.9667129786,25948.9625773816,1.20738373521485,0.422962041162179
"Q6PGL7","Fam21","WASH complex subunit FAM21",0.110014104372355,12,6,24,73159.8931317678,82309.568011612,74511.3336897955,73427.4109820466,80224.7305944601,80741.9999493588,70307.0607852811,71595.5467475938,1.12590371238394,0.109403436211036
"Q6RHR9","Magi1","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",0.923579946146942,6,18,24,1495.00894827172,1307.27822500966,902.154097492176,784.967521155619,1106.85870202465,1038.13167822128,1483.25970611907,1188.83172029419,1.31820278154795,0.758590959862679
"Q6S5J6","Krit1","Krev interaction trapped protein 1",0.110014104372355,18,6,24,2098.26145010761,2267.75528837504,2187.59656653318,1252.12330881607,1746.92383121673,1910.61589466844,2041.40959924469,1009.76336549636,1.86968083494431,0.0166077066491254
"Q6VNB8","Wdfy3","WD repeat and FYVE domain-containing protein 3",0.753526093088858,6,18,24,5967.33377415987,6165.21449714065,4866.86087623767,6013.76768412993,4441.20989682917,4322.62924086831,5494.11878025217,3631.00858958286,1.08741182173339,0.966489590674856
"Q6WKZ8","Ubr2","E3 ubiquitin-protein ligase UBR2",0.750554323725055,6,6,24,123208.649620202,86115.9069151613,87969.1265986977,90470.7492356853,99668.9181060133,94290.4638002112,103923.912093773,92178.2023249312,1.23541960764706,0.292062650269928
"Q6Y5D8","Arhgap10","Rho GTPase-activating protein 10",0.212860310421286,6,18,24,101564.782957337,97437.0032978154,96249.4013537386,94674.9834002348,97065.8595148241,90747.3698944278,88243.7642821921,84518.4378063383,1.1084706187019,0.439209848729571
"Q6Y685","Tacc1","Transforming acidic coiled-coil-containing protein 1",0.920310296191819,24,6,24,53807.0597356671,58472.8727836629,61705.4878764641,60805.4232571715,61507.9370765042,61616.6032167716,61130.3092123984,64265.2212321572,1.08459999086717,0.527816596703187
