"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"Q8BFV2","Pcid2","PCI domain-containing protein 2",0.258110014104372,6,18,24,18751.3554410267,14722.8862388192,14774.9921428105,14635.0060989965,16379.9666731132,14540.1210883925,10445.1405505349,13081.0463958762,1.3929872035689,0.231934293989108
"Q8BFW7","Lpp","Lipoma-preferred partner homolog",0.920310296191819,6,6,24,444401.613517651,441751.971998975,506725.647967688,434250.113541952,464227.680990211,430021.013268615,409457.788666703,443707.977840164,1.05094267902001,0.910353601817507
"Q8BFY9","Tnpo1","Transportin-1",0.0193935119887165,24,12,24,372193.43783343,377187.848042841,386929.208833061,407684.869444464,379295.768659909,369910.222430513,386580.068059656,431393.810468759,1.12311718243576,0.0193325362238205
"Q8BG05-2","Hnrnpa3","Heterogeneous nuclear ribonucleoprotein A3",0.846262341325811,6,12,24,387054.146197668,336910.371591047,318751.797479303,332147.142718527,300113.093205395,301875.590082033,300583.956233122,303733.837749086,1.10952296114675,0.821131240936527
"Q8BG19","Tmtc4","Transmembrane and TPR repeat-containing protein 4",0.710920177383592,6,12,24,94977.4785829001,83967.7274119324,72005.0349360588,86363.5161037374,88896.9719902543,92911.4183054902,92777.1603307643,85513.6266754621,1.11586358147139,0.707700533046071
"Q8BG32","Psmd11","26S proteasome non-ATPase regulatory subunit 11",0.914315937940762,18,12,24,1260008.52251397,1467396.79211164,1450458.00410596,1373476.34199529,1450174.6320065,1368207.5336523,1383319.57626692,1402776.30131658,1.0462777473302,0.831597220122842
"Q8BG67","Efr3a","Protein EFR3 homolog A",0.914315937940762,24,12,24,153577.682519561,160460.660555544,163664.402815001,165145.73968999,163637.657825935,150001.066744804,153342.986424807,151421.940320622,1.02175344801395,0.965353569827047
"Q8BG81","Poldip3","Polymerase delta-interacting protein 3",0.0881374722838137,6,18,24,243122.507607371,228171.343359075,206387.410838369,199033.66285949,232062.933311847,193066.511013038,213556.630124519,191447.292010608,1.21692347601767,0.142856673868147
"Q8BG95","Ppp1r12b","Protein phosphatase 1 regulatory subunit 12B",0.562915742793792,6,12,24,15197.2184686064,16768.2284745078,12162.2530469398,14069.2984475615,13458.2616897789,11012.2149083219,12344.3738326522,14334.8018051486,1.16929515837401,0.747083824476267
"Q8BGA5","Krr1","KRR1 small subunit processome component homolog",0.212860310421286,6,18,24,144422.889172301,115953.988399185,92735.1166855875,104675.177431311,118305.486893375,107329.632582161,137409.876747504,92125.9967045681,1.33499394614525,0.475347686795926
"Q8BGC0","Htatsf1","HIV Tat-specific factor 1 homolog",0.184312638580931,6,18,24,10284.2456625879,9389.88991388984,7350.72670903047,8287.46398598605,8264.62872303627,9185.10112962236,7184.26384389551,5923.99430881201,1.30704327861352,0.224487822577822
"Q8BGC4","Zadh2","Zinc-binding alcohol dehydrogenase domain-containing protein 2",0.0886917960088692,18,18,24,31048.9645007467,34664.4238041735,40875.3604565188,37612.1010017272,34958.402853316,33668.1503601033,35434.8540930895,39938.838053883,1.17488307993906,0.187639109034842
"Q8BGD5","Cpt1c","Carnitine O-palmitoyltransferase 1, brain isoform",1,6,18,24,119321.645034135,116930.471670011,120280.577667551,118630.583627763,122117.807676397,126292.520649622,120189.011273367,123169.571412952,1.01145011055594,0.988098462922476
"Q8BGD9","Eif4b","Eukaryotic translation initiation factor 4B",0.87672778561354,18,6,24,71826.6761495791,79276.9880075359,87438.3379041975,68971.5865628778,83677.6688424371,70848.9989242635,73191.661305953,72003.1916162255,1.13942367056663,0.609192751641185
"Q8BGF3","Wdr92","WD repeat-containing protein 92",0.0736953455571227,18,12,24,32382.2095020948,35439.5845544962,37832.1155582572,35807.21009776,34754.6355030372,33310.6414219748,36615.4039903731,33601.0347157639,1.10889213728973,0.220626044916527
"Q8BGQ1","Vipas39","Spermatogenesis-defective protein 39 homolog",0.416574279379157,24,12,24,23271.4062350892,23853.9568242301,29139.4876173135,25900.2634951726,25367.9954803726,21449.6250241672,22787.3115222374,25835.8333057498,1.14619632755126,0.555200542758164
"Q8BGQ7","Aars","Alanine--tRNA ligase, cytoplasmic",0.0289634146341463,6,18,24,1645167.17257837,1490636.96841841,1416911.76255646,1457575.94092367,1533038.37504009,1484526.98358687,1434622.73921104,1411344.17696031,1.11455973815098,0.0531815768080183
"Q8BGR9","Ublcp1","Ubiquitin-like domain-containing CTD phosphatase 1",0.0289634146341463,18,18,24,39704.0828387451,36306.8908442385,44589.427045904,44356.7349182593,36025.7556404907,38977.7792692932,46759.3950919119,42975.7897610619,1.21337879278821,0.0306699709441062
"Q8BGS0","Mak16","Protein MAK16 homolog",0.442350332594235,6,18,24,75720.844300732,63292.5196967707,69988.6505477644,64617.3070128682,66615.1162002012,70594.5741431229,66486.9327550413,61266.2186006843,1.13069569514511,0.414901566723633
"Q8BGS2","Bola2","BolA-like protein 2",0.739421720733427,6,18,24,16518.3218342154,18193.7957111226,15336.7434252067,14695.1625438584,19381.463208151,19292.5022160298,18588.3831945252,19274.5406812428,1.10497149641733,0.823880581128807
"Q8BGW1","Fto","Alpha-ketoglutarate-dependent dioxygenase FTO",0.828159645232816,12,12,24,58409.6736527553,57760.4396280679,56989.9331842483,53214.2528341268,47793.4933906478,55496.9622695664,52014.136315632,52157.4147805371,1.07483733019969,0.789038362571379
"Q8BGW2","Wbp1l","WW domain binding protein 1-like",0.750554323725055,24,6,24,39931.6918102537,40027.1309978531,34432.7287012856,46779.2912569082,44685.8680273397,45053.5783149407,47448.9823550352,48740.6646210892,1.16656033008758,0.638234908299912
"Q8BGZ2","Fam168a","Protein FAM168A",0.914315937940762,6,12,24,9876.08122791949,8210.3056550651,7130.67780404704,9101.57132854438,6055.92753054358,6747.50152817168,5671.01769309891,6418.31691765766,1.24452333380489,0.829807105307444
"Q8BH02","Tor4a","Torsin-4A",0.0736953455571227,6,12,24,5320.83836965328,4181.19800533021,2994.87230091579,3593.0190021985,4015.39504707563,3731.82671064095,2931.18185117032,5180.9719195014,1.57545529911203,0.180632276685674
"Q8BH04","Pck2","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",0.143394452280207,18,18,24,408108.396349605,405577.420059557,406556.725410678,414115.38596418,381532.704452511,403375.869781113,471398.475350966,456138.659130494,1.1118408095397,0.416766090345927
"Q8BH24","Tm9sf4","Transmembrane 9 superfamily member 4",0.51410437235543,12,6,24,75035.1220730684,68594.9682270696,53520.6174978515,66093.5599988462,53778.6394904185,59685.1295121242,54477.3020008679,59175.0193991419,1.19274299135933,0.58814782529324
"Q8BH43","Wasf2","Wiskott-Aldrich syndrome protein family member 2",0.51410437235543,12,18,24,118926.948475417,122644.258808897,133553.265458209,122374.053009549,111192.958075729,122163.302033131,117110.283631504,120394.837562395,1.0892736436689,0.506189355275245
"Q8BH59","Slc25a12","Calcium-binding mitochondrial carrier protein Aralar1",0.923579946146942,24,18,24,109140.13628934,106945.841302441,105595.110928784,112268.817330746,119452.891139588,120338.020906667,112312.406590161,123536.959491815,1.08213695198496,0.717419862877164
"Q8BH60","Gopc","Golgi-associated PDZ and coiled-coil motif-containing protein",0.258110014104372,6,18,24,67481.754441473,63650.3682800348,56392.0210646892,59517.3740058328,62616.3985404252,58783.9911198323,59781.708560416,56582.3488034114,1.12057246851187,0.189791879226262
"Q8BH64","Ehd2","EH domain-containing protein 2",1,6,18,24,97774.8180599843,88428.4063534113,91114.7893843034,92351.5123322606,81141.7703064929,88590.409088698,85446.5898054608,84079.1208442525,1.01409026961592,0.998916278330417
"Q8BH74","Nup107","Nuclear pore complex protein Nup107",0.110014104372355,24,18,24,5211.21807836906,5173.24809752944,4906.67286467152,6114.12720462197,6158.50429190842,5586.34927167683,3906.65457262586,5437.12818051726,1.31065769056249,0.191438067582125
"Q8BH97","Rcn3","Reticulocalbin-3",0.212860310421286,24,6,24,2712298.61979293,3058361.81966559,2934080.21969624,3371604.36615894,2727661.45952685,3398796.53880428,3231405.91499579,3457155.56600281,1.25529596404973,0.0445944423272964
"Q8BHF7","Pgs1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",0.442350332594235,24,6,24,33031.3200281451,34046.458657316,26542.5289210033,35507.0205477843,30719.4008627584,34196.6832149083,36529.8595568272,37482.5072050067,1.15723424329247,0.578997983479685
"Q8BHG1","Nrd1","Nardilysin",0.917960088691796,6,12,24,372024.295507865,371826.082390777,364332.708060996,364166.96626638,362390.615899471,354211.237369633,353560.467426146,354594.932616518,1.02301419832969,0.770897363189066
"Q8BHG9","Cggbp1","CGG triplet repeat-binding protein 1",0.920310296191819,6,18,24,9860.31578089829,8350.63720204237,7843.27114106626,6114.02842556636,7362.48170127258,7617.04945098103,6983.71171160157,7750.12434480114,1.24225387352785,0.541173909145735
"Q8BHJ5","Tbl1xr1","F-box-like/WD repeat-containing protein TBL1XR1",0.923579946146942,6,6,24,30941.5577230549,30763.3030446817,34840.6468729329,28140.1773600127,30212.4949246286,25782.9869245392,27255.8149586669,29609.5099069735,1.09815271462372,0.808258541629987
"Q8BHJ9","Slu7","Pre-mRNA-splicing factor SLU7",0.764966740576497,24,6,24,18242.1539175696,19969.4699666089,23545.1812632937,19985.1760875895,18009.845568009,19403.6358676455,17741.7503028642,21198.3536894007,1.13888701732389,0.626078208601511
"Q8BHL4","Gprc5a","Retinoic acid-induced protein 3",0.254573170731707,18,12,24,50984.5964123228,63537.320516755,62296.4793109872,54760.1450543044,47829.8804174833,56107.5088432204,61055.9626553467,65430.3604214025,1.24832358500254,0.144571237854824
"Q8BHL5-3","Elmo2","Engulfment and cell motility protein 2",0.881513303769401,6,18,24,154640.54263272,141576.474224198,134945.107013438,159747.464301319,150961.977120454,150274.445807634,163854.304589705,122471.923810378,1.08285444808711,0.893807059150318
"Q8BHN3-2","Ganab","Neutral alpha-glucosidase AB",0.930570953436807,12,18,24,781077.171022173,781020.706566511,724781.983557977,787450.530276297,719223.659255221,807463.71989334,786588.17068181,785613.30364846,1.05877727613212,0.509490015486697
"Q8BHN5","Rbm45","RNA-binding protein 45",0.914315937940762,12,12,24,19294.5535445532,19384.9818549629,17222.0886132285,19006.5719837365,18417.2936327885,18098.2002168792,19813.8163836586,15598.3008960212,1.08978430027412,0.746333719069538
"Q8BHS3","Rbm22","Pre-mRNA-splicing factor RBM22",0.51410437235543,18,18,24,94794.4200748341,90005.1014808591,113536.364942938,92768.3500689972,95200.5912106139,100743.22219805,103351.810747966,109462.570398065,1.14154668706039,0.403625677957985
"Q8BHS6","Armcx3","Armadillo repeat-containing X-linked protein 3",0.473946784922395,12,12,24,8196.53809585347,9682.70935625556,9819.74040106038,8832.92193102252,9283.54344663063,10444.2952181685,7827.22388358388,8424.89993688253,1.16625404575852,0.439784051728597
"Q8BI06","Cemip","Cell migration-inducing and hyaluronan-binding protein",0.314174894217207,12,18,24,157387.503661206,190314.643631293,228363.215894385,166725.908242462,172867.660361651,177146.088911266,169813.777745578,169875.960446058,1.20566470116545,0.461738665062931
"Q8BIA4","Fbxw8","F-box/WD repeat-containing protein 8",0.0193935119887165,12,12,24,93619.4833240839,97217.3102542399,86638.8286017555,88508.7008542548,97080.6742328929,104694.055913469,92602.6753863749,83854.7392417603,1.17142803633551,0.0673464352005252
"Q8BIF9","Znf787","Zinc finger protein 787",0.846614950634697,6,12,24,18259.1522076043,14704.3692537179,11934.4170820425,15409.2363368081,12740.0510886686,14529.2871773841,15218.6484426224,12960.3273091031,1.14164653961868,0.891002346176497
"Q8BIG4","Fbxo28","F-box only protein 28",0.473946784922395,12,12,24,13266.138002906,15188.6354911994,12890.729923386,15994.0083459744,13864.5834894419,16958.2095248775,14963.2083583322,12869.1469623391,1.18488721448649,0.458046435785501
"Q8BIJ7","Rufy1","RUN and FYVE domain-containing protein 1",0.917960088691796,18,18,24,93218.8093446945,108045.038830464,107567.660873854,112659.488495653,116229.693648188,112461.058842988,116595.594349199,116273.916661954,1.0930295604232,0.727251389615408
"Q8BJ05","Zc3h14","Zinc finger CCCH domain-containing protein 14",0.930570953436807,6,18,24,10855.5563227102,12495.198776963,12958.2865358838,9492.76602244657,13423.0009280597,10279.7615229466,9245.95812105185,10936.000532859,1.1884494927798,0.78095845537083
"Q8BJ71","Nup93","Nuclear pore complex protein Nup93",0.258110014104372,6,18,24,424019.916588461,403274.72311568,339648.367601189,381957.271738484,375720.396730209,371572.56963553,360474.761482071,327084.416856367,1.14228523540688,0.36365308420126
"Q8BJH1","Zc2hc1a","Zinc finger C2HC domain-containing protein 1A",0.442350332594235,6,18,24,89831.2929734935,79107.2803621606,78479.1243505467,68296.8268340578,76542.7100218202,66608.3024010405,69291.9090309694,57848.7504857501,1.31890476487747,0.243092074405713
"Q8BJL1","Fbxo30","F-box only protein 30",0.914315937940762,6,12,24,34794.0987430624,26920.1394023997,28758.2826710661,54506.085323295,27383.2303166121,27721.1432285002,24577.2278297267,24723.7202574235,1.48549821379399,0.708632562660145
"Q8BJM3","R3hcc1l","Coiled-coil domain-containing protein R3HCC1L",0.473946784922395,18,12,24,31720.4903543153,33307.5577207568,34631.2729441228,30651.1409534258,33933.5015974494,34266.5467531871,37308.2037590481,38528.5683485905,1.0957365205763,0.780455349933418
"Q8BJS4","Sun2","SUN domain-containing protein 2",0.750554323725055,12,12,24,471514.72669778,484621.61713349,423749.625441713,454404.300593677,411543.164742424,424306.884597941,423339.392298741,414122.775854656,1.0730023441408,0.830034753167791
"Q8BJU0","Sgta","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",0.846614950634697,12,12,24,1116646.62551087,1170868.72193889,1088092.58585685,1165058.46141755,1134654.05873806,1124829.29168014,1177768.78533465,1107270.95139633,1.01972074618052,0.956686739220472
"Q8BJW6","Eif2a","Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",0.00762195121951219,24,18,24,28656.5018769615,27364.6516605676,23390.0589042147,29097.3464088,28145.3652572595,25376.3608814556,26970.3608939373,29030.9403500604,1.1542454767423,0.175844553539855
"Q8BJY1","Psmd5","26S proteasome non-ATPase regulatory subunit 5",0.846614950634697,12,12,24,189745.187059108,177555.185507629,171421.655307482,190887.166463754,178590.993139762,194509.91196418,191398.143617543,171641.310421876,1.02630585235153,0.970399395999398
"Q8BK63","Csnk1a1","Casein kinase I isoform alpha",0.914315937940762,6,12,24,87930.2864055468,78640.7987996351,76752.3567071285,88874.6772552617,79328.5701049686,81756.0337694492,85653.4751629851,77760.7330737852,1.04278154269958,0.926779455910496
"Q8BK67","Rcc2","Protein RCC2",0.212860310421286,24,6,24,5362.86710875007,6053.48489212222,5882.27286103348,7270.73116667051,5717.87472408615,7454.94579187323,6783.80208041795,7950.43392548741,1.37365939228474,0.120681098011764
"Q8BK72","Mrps27","28S ribosomal protein S27, mitochondrial",0.0038787023977433,24,12,24,35788.2185184984,35192.6286503702,37183.8814978772,40651.2362054463,35879.427811145,35137.917203082,38222.2074814202,40608.0751322127,1.15539144978313,0.000427255205751951
"Q8BKE9","Ift74","Intraflagellar transport protein 74 homolog",0.201692524682652,6,12,24,7326.91678534194,7663.10259138588,6740.29340968928,6289.65758642744,11050.5667783851,6620.22838669853,5007.65365386411,7075.24618765026,1.5643144682479,0.282408807331415
"Q8BKG3","Ptk7","Inactive tyrosine-protein kinase 7",0.753526093088858,6,6,24,1101452.58254699,1172252.36965048,1212390.15190143,1124858.4479381,1089982.5722499,1032401.24805834,1054835.92717671,1077184.30878615,1.03458506363528,0.961894037292813
"Q8BKI2","Tnrc6b","Trinucleotide repeat-containing gene 6B protein",0.710920177383592,6,18,24,18515.4341188967,18364.2461282168,19801.9260917148,17481.2258071241,20881.2151642209,17683.7778079296,19263.3765038568,18231.3513596043,1.10315895431432,0.220235096992602
"Q8BKS9","Kiaa0020","Pumilio domain-containing protein KIAA0020",0.750554323725055,6,12,24,162400.915813946,127375.934350414,94241.9901338218,116409.14144632,110932.782170277,109321.249680631,111018.684711588,95692.1841702422,1.33164181687545,0.466175341202288
"Q8BKX1","Baiap2","Brain-specific angiogenesis inhibitor 1-associated protein 2",0.314174894217207,6,18,24,226720.950950086,210657.487156245,185228.679804045,191404.966273222,187716.859470106,188115.676936087,172326.874945673,167527.117789993,1.15908648296707,0.413264537586945
"Q8BL48","Unkl;Unk","Putative E3 ubiquitin-protein ligase UNKL;RING finger protein unkempt homolog",0.080394922425952,12,12,24,57859.5641565773,55952.0520322358,51023.3950523588,48741.53719645,49067.0393298903,54533.7567048616,50476.7229444999,42827.5832356694,1.20658370655642,0.205004340685134
